call_label,severity,field,issue,suggestion
1_col_names,ERROR,RankOrder,Column name mismatch: data dictionary defines 'Project Rank' but file uses 'RankOrder',Rename to 'Project Rank' or update data dictionary
1_col_names,ERROR,PriorityPoints+,Column name mismatch: data dictionary defines 'Project Score' but file uses 'PriorityPoints+',Rename to 'Project Score' or update data dictionary
1_col_names,WARNING,ATPI,Column present in data file but not defined in data dictionary,Add definition to data dictionary or remove column if not needed
1_col_names,ERROR,Funding,Column name mismatch: data dictionary defines 'Funding Amount' but file uses 'Funding',Rename to 'Funding Amount' or update data dictionary
1_col_names,ERROR,Total ProjectAmount($),Column name spacing/formatting mismatch: data dictionary defines 'Total Project Amount ($)' but file uses 'Total ProjectAmount($)',Rename to 'Total Project Amount ($)'
1_col_names,WARNING,GREEN ComponentAmount($),Column present in data file but not defined in data dictionary,Add definition to data dictionary or remove column if not needed
1_col_names,ERROR,FY23 BasePrincipalForgivenessAmount($),Column name mismatch: data dictionary defines 'Principal Forgiveness' but file uses 'FY23 BasePrincipalForgivenessAmount($)',Clarify if separate columns needed for different PF types or consolidate
1_col_names,WARNING,FY23 BILPrincipalForgivenessAmount($),Column present in data file but not defined in data dictionary,Add definition to data dictionary or document relationship to 'Principal Forgiveness'
1_col_names,ERROR,AnticipatedInterestRate (%),Column present in data file but not defined in data dictionary,Add definition to data dictionary
1_col_names,ERROR,ExpectedTerm(Years),Column present in data file but not defined in data dictionary,Add definition to data dictionary
1_col_names,ERROR,ExpectedLoanAwardDate(mm/yy),Column present in data file but not defined in data dictionary,Add definition to data dictionary
1_col_names,ERROR,Const.Start,Column present in data file but not defined in data dictionary,Add definition to data dictionary
1_col_names,ERROR,Const.Completion,Column present in data file but not defined in data dictionary,Add definition to data dictionary
1_col_names,ERROR,NA,Missing column: 'Project ID' defined in data dictionary but not found in data file,Add Project ID column to data file or confirm data dictionary accuracy
1_col_names,ERROR,NA,Missing column: 'Project Name' defined in data dictionary but not found in data file,Add Project Name column to data file or confirm data dictionary accuracy
1_col_names,ERROR,NA,Missing column: 'Project Type' defined in data dictionary but not found in data file,Add Project Type column to data file or confirm data dictionary accuracy
1_col_names,ERROR,NA,Missing column: 'Requested Amount' defined in data dictionary but not found in data file,Add Requested Amount column to data file or confirm data dictionary accuracy
1_col_names,ERROR,NA,Missing column: 'Disadvantaged' defined in data dictionary but not found in data file,Add Disadvantaged column to data file or confirm data dictionary accuracy
1_col_names,ERROR,NA,Missing column: 'Expecting Funding?' defined in data dictionary but not found in data file,Add Expecting Funding? column to data file or confirm data dictionary accuracy
2_types_nulls,ERROR,RankOrder,"45.7% NA rate violates NOT NULL constraint. Dictionary states Project Rank should have values for projects above ranking line and 'No Information' for projects below, but actual data contains NAs instead of explicit 'No Information' values.",Replace NA values with 'No Information' string or document why projects below ranking line have missing rank values instead of explicit designation.
2_types_nulls,ERROR,PriorityPoints+,"45.7% NA rate violates NOT NULL constraint. Dictionary states Project Score should have Priority Points values for projects above ranking line and 'No Information' for projects below, but actual data contains NAs instead of explicit 'No Information' values.",Replace NA values with 'No Information' string or document why projects below ranking line have missing score values instead of explicit designation.
2_types_nulls,ERROR,Total ProjectAmount($),Data type is character but should be numeric according to dictionary specification for Project Cost. Currency formatting ($) prevents numeric calculations.,"Convert to numeric type by removing '$' and commas, then apply numeric formatting."
2_types_nulls,ERROR,GREEN ComponentAmount($),"Data type is character but should be numeric. Contains mixed values including '$-', spaces, and formatted currency strings. Also has 2.9% NA rate.","Convert to numeric type by removing '$', commas, and treating '-' as 0 or NA consistently."
2_types_nulls,ERROR,FY23 BasePrincipalForgivenessAmount($),Data type is character but should be numeric according to dictionary (Principal Forgiveness). Contains currency formatting that prevents numeric operations.,Convert to numeric type by removing '$' and commas.
