call_label,severity,field,issue,suggestion
1_col_names,ERROR,Disadvantged Rank,"Misspelled column name found in multiple files (al-y2-lsl-ppl.csv, al-y2-ec-ppl-2.csv, al-y2-bilgensupp-ppl.csv, al-y2-base-ppl.csv). Should be 'Disadvantaged Rank' not 'Disadvantged Rank'",Rename 'Disadvantged Rank' to 'Disadvantaged Rank' across all files
1_col_names,ERROR,Justice 40MapCoverage,Missing space in column name. Should have space between '40' and 'Map',Rename 'Justice 40MapCoverage' to 'Justice 40 Map Coverage' for consistency
1_col_names,ERROR,DW BIL-LeadAmount Granted,Missing space in column name 'DW BIL-LeadAmount Granted' in al-y2-lsl-ppl.csv. Should be 'DW BIL-Lead Amount Granted',Rename to 'DW BIL-Lead Amount Granted'
1_col_names,ERROR,DW BIL-ECAmountGranted,Missing space in column name 'DW BIL-ECAmountGranted' in al-y2-ec-ppl-2.csv. Should be 'DW BIL-EC Amount Granted',Rename to 'DW BIL-EC Amount Granted'
1_col_names,ERROR,DW BILPrincipalForgiveness,Missing space in column name 'DW BILPrincipalForgiveness' in al-y2-bilgensupp-ppl.csv. Should be 'DW BIL Principal Forgiveness',Rename to 'DW BIL Principal Forgiveness'
1_col_names,ERROR,DW BILPrincipalForgiveness %,Missing space in column name 'DW BILPrincipalForgiveness %' in al-y2-bilgensupp-ppl.csv. Should be 'DW BIL Principal Forgiveness %',Rename to 'DW BIL Principal Forgiveness %'
1_col_names,ERROR,DW SRFAmountGranted,Missing space in column name 'DW SRFAmountGranted' in al-y2-base-ppl.csv. Should be 'DW SRF Amount Granted',Rename to 'DW SRF Amount Granted'
1_col_names,ERROR,DW SRFPrincipalForgiveness,Missing space in column name 'DW SRFPrincipalForgiveness' in al-y2-base-ppl.csv. Should be 'DW SRF Principal Forgiveness',Rename to 'DW SRF Principal Forgiveness'
1_col_names,ERROR,Applied forProject Amount,Missing space between 'for' and 'Project' in multiple files. Should be 'Applied for Project Amount',Rename 'Applied forProject Amount' to 'Applied for Project Amount' across all files
1_col_names,WARNING,Project Name,Missing from al-y2-ec-ppl-2.csv but present in other files,Verify if Project Name should be included in al-y2-ec-ppl-2.csv or if this is intentional
1_col_names,WARNING,Project Description Attachment,Missing from al-y2-ec-ppl-2.csv but present in other files,Verify if Project Description Attachment should be included in al-y2-ec-ppl-2.csv or if this is intentional
1_col_names,WARNING,EC Level (PPT),Column present in al-y2-ec-ppl-2.csv but not defined in data dictionary,Add definition for 'EC Level (PPT)' to the data dictionary or remove if not needed
