call_label,severity,field,issue,suggestion
1_col_names,INFO,NA,"Extra columns present in all data files not defined in data dictionary: County, Justice 40 Map Coverage, Attachment Applicant, Attachment Project Title, Attachment Project Description",Update data dictionary to include these columns or clarify if they are supplementary fields not part of standardized categories
1_col_names,WARNING,PWSID,Data dictionary defines PWSID as a standard column but it is missing from all four data files,Confirm whether PWSID should be included; data dictionary notes 'No Information' for this field
1_col_names,WARNING,Project Cost,Data dictionary defines Project Cost as a standard column but it is missing from all four data files,Confirm whether Project Cost should be included; data dictionary notes 'No Information' for this field
1_col_names,WARNING,Project Rank,Data dictionary defines Project Rank as a standard column but it is missing from all four data files,Confirm whether Project Rank should be included; data dictionary notes 'No Information' for this field
1_col_names,INFO,Fund,Column 'Fund' appears in all data files but is not defined in the standardized categories section of the data dictionary,Add Fund column to data dictionary definitions
1_col_names,INFO,DW BIL LSL PF %,"Percentage columns (DW BIL LSL PF %, DW BIL EC PF %, DW BIL % PF, DW SRF % PF) present in files but not defined in data dictionary",Add percentage columns to data dictionary or clarify if these are derived fields
2_types_nulls,ERROR,Justice 40 Map Coverage,"Inconsistent casing: 'Yes', 'No', 'yes', 'N/A' appear across files. LSL file has 'yes' (lowercase) while other files use 'Yes' (uppercase).","Standardize to consistent casing: 'Yes', 'No', 'N/A'"
2_types_nulls,ERROR,Priority Ranking Points,"Data type mismatch: Column is character type but should be numeric. Contains non-numeric values 'SUPP' and 'NA' in BASE and BIL files, preventing numeric analysis.",Separate 'SUPP' and 'NA' values into a distinct field or handle as missing (NA) in R. Convert valid Priority Ranking Points to numeric type.
2_types_nulls,ERROR,"DW BIL-Lead Amount Granted, DW BIL LSL Amount of PF, DW BIL-EC Amount Granted, DW BIL-EC PF, DW BIL Amount Granted, DW BIL Amount of PF, DW SRF Amount Granted, DW SRF Amount of PF, Applied for Project Amount","Data type mismatch: Currency columns are character type with '$' and ',' formatting instead of numeric. This prevents financial calculations and comparisons.","Convert to numeric type by removing '$' and ',' characters. Store as numeric values representing dollars."
2_types_nulls,ERROR,"DW BIL LSL PF %, DW BIL EC PF %, DW BIL % PF, DW SRF % PF",Data type mismatch: Percentage columns are character type with '%' symbol instead of numeric. Prevents mathematical operations on percentages.,"Convert to numeric type by removing '%' symbol and dividing by 100 or store as whole number percentages (e.g., 100 instead of 100%)."
2_types_nulls,WARNING,Disadvantaged Score,"Dictionary states disadvantaged is determined by Disadvantaged Score >1 (Yes) or <1 (No), but values equal to 1.0 are not addressed. Additionally, EC file has value 0.48, which is <1 and should be 'No' per dictionary, but no corresponding 'Disadvantaged' field exists in data.",Clarify whether score=1.0 should be Yes or No. Create explicit 'Disadvantaged' Yes/No column based on the scoring rule for downstream use in dashboard.
2_types_nulls,WARNING,Project # (LSL file),One row in LSL file (row index 10) shows Project # 'FS010356-02' but distinct count shows 11. This suggests potential duplicate Project # or data entry inconsistency.,Verify that Project # values are truly unique within each file and across files to ensure no projects are listed in multiple IUPs.
2_types_nulls,WARNING,Applicant Name vs Attachment Applicant,"Duplicate columns with slight formatting differences (e.g., newline characters in some rows). These appear to be the same data in different formats.","Remove one of these columns or clarify if they serve different purposes. If same data, keep only one cleaned version."
2_types_nulls,WARNING,Project Description vs Attachment Project Title vs Attachment Project Description,Three columns contain project descriptive information with overlapping content and slight variations. Relationship between these fields is unclear.,Clarify which field should be the source of truth for 'Project Name' and 'Project Description' per the data dictionary. Remove redundant columns.
2_types_nulls,WARNING,Fund (BASE file),"Contains 3 distinct values ('DWSRF', 'DWSRF/BIL LSL', 'DWSRF/ARPA'), but dictionary only mentions funds from SFY25 Base, BIL Gen Supp, LSLR, and EC IUPs. 'ARPA' fund type is not documented.",Clarify whether 'ARPA' is a valid fund source for this dataset and document its definition.
2_types_nulls,WARNING,"Disadvantaged Score (BASE file, row 1)","Value of 0.00 is below the dictionary threshold of <1 for 'No', but also at the boundary. Clarify handling of 0 values.",Confirm whether Disadvantaged Score of exactly 0 should be treated as 'No' (disadvantaged).
2_types_nulls,INFO,Population,"EC file row with 'Multiple' in City/Town has Population value of 231, which seems inconsistently low for a multi-community project. Column type is correctly numeric.","Verify if Population=231 is correct for the Colbert County multi-community project, or if this represents a subset."
2_types_nulls,INFO,PWSID,"Data dictionary indicates 'No Information' for PWSID column, and no PWSID column exists in any data file.","If PWSID is required per the data dictionary, add this column to the source data. If not needed, remove from dictionary."
2_types_nulls,INFO,Project Cost,"Data dictionary indicates 'No Information' for Project Cost, and no Project Cost column exists in data files.","If Project Cost is required per the data dictionary, add this column to the source data. If not needed, remove from dictionary."
2_types_nulls,INFO,Project Rank,"Data dictionary indicates 'No Information' for Project Rank, and no Project Rank column exists in data files.","If Project Rank is required per the data dictionary, add this column to the source data. If not needed, remove from dictionary."
2_types_nulls,WARNING,"Project Description (EC file, row 6 'PFAS Treatment')",Two rows have identical Project Description values ('PFAS Treatment' appears twice) but different Project # and other attributes. May indicate incomplete data extraction or duplicate projects.,"Verify if these are distinct projects or duplicates. If distinct, add more descriptive text to differentiate them."
3_script_logic,ERROR,funding_amount,"For Lead projects on SFY25 Base PPL or SFY25 BIL Gen Supp PPL, the dictionary requires adding DW SRF Amount Granted or DW BIL Amount Granted respectively, but the script only handles one source per list without accounting for lead projects appearing on the Base or BIL Gen Supp PPLs needing their respective granted columns.","Add sub-cases within the Base PPL and BIL Gen Supp PPL branches that apply the correct granted column regardless of project_type, since the current logic already does this correctly for those lists — but verify that lead and EC projects appearing on Base/BIL Gen Supp PPLs are not being excluded or mis-mapped by the single case_when."
3_script_logic,ERROR,principal_forgiveness,"For EC projects on SFY25 EC PPL, the script uses dw_bil_ec_amount_granted instead of a dedicated principal forgiveness column. The dictionary states 'DW BIL-EC Amount Granted on SFY25 EC PPL' for both funding_amount and principal_forgiveness, which may be intentional, but this means PF equals full funding amount for EC projects. This should be confirmed. Additionally, for lead projects on Base and BIL Gen Supp PPLs, the dictionary requires DW SRF Principal Forgiveness and DW BIL Principal Forgiveness respectively, but the script has no sub-cases for those list types for lead/EC projects.","Confirm with data dictionary owner whether EC PF equals the full EC amount granted. Add handling for lead and EC projects appearing on Base PPL and BIL Gen Supp PPL to pull the correct PF columns (dw_srf_principal_forgiveness, dw_bil_principal_forgiveness)."
3_script_logic,ERROR,disadvantaged,"The dictionary defines Disadvantaged as 'Yes' when Disadvantaged Score > 1 and 'No' when < 1, but does not define what to do when the value equals exactly 1. The script has no case for disadvantaged_score == 1, so it will return NA for that value.","Add a case for as.numeric(disadvantaged_score) == 1, assigning either 'Yes' or 'No' per clarification from the data dictionary owner, or add it to the 'No Information' bucket with a note."
3_script_logic,ERROR,project_score,"The dictionary states that project_score should be 'No Information' when Priority Ranking Points is 'SUPP' or 'NA', but the script assigns priority_ranking_points directly without replacing those sentinel values.","Add a mutate step: project_score = ifelse(priority_ranking_points %in% c('SUPP', 'NA'), 'No Information', priority_ranking_points)."
3_script_logic,WARNING,funding_amount,"For lead projects listed on the SFY25 Base PPL or SFY25 BIL Gen Supp PPL, the dictionary requires using DW SRF Amount Granted or DW BIL Amount Granted. The current case_when maps by list name only, so lead projects on these lists are handled correctly by list-level mapping, but if a single project appears on multiple lists it may not be captured correctly.",Ensure deduplication logic exists or confirm that projects only appear on one list at a time; document assumption.
3_script_logic,WARNING,project_type,"The ec_str variable used in grepl is referenced but never defined within the script. If it is not defined in the global environment or passed as a parameter, this will cause a runtime error.",Define ec_str within the function or pass it as a parameter. It should be a regex alternation of all EC-related terms from the dictionary: 'cyanotoxin|dioxane|emerging contaminant|lithium|manganese|Mn|Perfluoro-n-pentanoic acid|PFPeA|PFAS|PFOA|PFOS|DBP|disinfection byproduct|HAA5|haloacetic acid|trihalomethane|THM|Unregulated Contaminant Monitoring Rule'.
3_script_logic,WARNING,project_type,"The dictionary specifies that projects on the SFY25 Base IUP that include 'BIL LSL' under the Fund column are lead projects, but the script does not check any 'fund' column for this condition.",Add a grepl or string-match condition on the fund column (if present in the data) for 'BIL LSL' to classify those Base PPL projects as Lead.
3_script_logic,WARNING,disadvantaged,"The case_when order places is.na(disadvantaged_score) before disadvantaged_score == 'SUPP'. Since NA values will match is.na() first, the SUPP branch is only reached for non-NA values, which is correct. However, as.numeric('SUPP') produces NA with a warning, so if the SUPP check is ever reordered or changed to numeric comparison it could silently misclassify.","Keep the current order but add a comment noting that the SUPP string check must come after the NA check. Alternatively, handle SUPP before numeric coercion."
3_script_logic,WARNING,requested_amount,"The clean_numeric_string function is called but never defined within the script. Its behavior is assumed to strip currency symbols and convert to numeric or character, but if it coerces to numeric it may conflict with downstream character expectations.","Confirm clean_numeric_string is defined and accessible, and that it returns a consistent type (character or numeric) matching the rest of the pipeline."
3_script_logic,INFO,pwsid,"The dictionary states PWSID is 'No Information' for Alabama Year 3. The script assigns as.character(NA), which is technically correct but may differ from the standardized 'No Information' string used elsewhere in the dashboard.",Confirm whether the dashboard expects NA or the string 'No Information' for PWSID and standardize accordingly.
3_script_logic,INFO,project_cost,"The dictionary states Project Cost is 'No Information' for Alabama. The script assigns as.character(NA), which may not match the string 'No Information' expected by the dashboard.",Confirm whether NA or 'No Information' is the correct representation and standardize.
3_script_logic,INFO,project_rank,The dictionary states Project Rank is 'No Information' for Alabama. The script assigns as.character(NA); same concern as project_cost and pwsid.,Confirm whether NA or 'No Information' is the correct representation and standardize.
3_script_logic,INFO,community_served,The dictionary field name is 'Geographic Reference' in the data dictionary but the script uses 'community_served'. Verify that the dashboard column name expected is 'community_served' and not 'geographic_reference'.,Confirm the standardized internal column name used across all states for this field and ensure Alabama matches it.
4_script_data,ERROR,principal_forgiveness,"For SFY25 EC PPL, the script assigns `dw_bil_ec_amount_granted` to `principal_forgiveness` instead of the correct PF column. The EC file has a separate 'DW BIL-EC PF' column (which after janitor::clean_names() becomes `dw_bil_ec_pf`). The data shows these are equal in the sample, but the column used for PF should be the dedicated PF column, not the amount granted column. If they ever diverge, this will silently produce wrong values.",Change the EC PPL case in the principal_forgiveness mutate to use `dw_bil_ec_pf` instead of `dw_bil_ec_amount_granted`.
4_script_data,ERROR,disadvantaged,"The disadvantaged logic has a gap: `disadvantaged_score == 1` (exactly equal to 1) is not handled by any branch (neither > 1 nor < 1), and will return NA. The BIL file shows scores ranging from 0 to 5, and while no exact value of 1 appears in the sample, it is a realistic boundary value. Additionally, the `disadvantaged_score == 'SUPP'` branch can never be reached because the column is read as numeric (it is listed as `numeric` in all file summaries), so 'SUPP' will be coerced to NA before the case_when evaluates it.","Add a case for `as.numeric(disadvantaged_score) == 1` (assign 'No Information' or decide per data dictionary which side it falls on). Remove the `disadvantaged_score == 'SUPP'` branch or handle it before numeric coercion. Note the data dictionary says >1 is Yes and <1 is No, leaving ==1 undefined."
4_script_data,ERROR,project_score,"In the BIL and BASE files, `Priority Ranking Points` contains the string 'SUPP' mixed with numeric values. After janitor::clean_names() the column is `priority_ranking_points`. The script assigns this directly to `project_score` without converting 'SUPP' to NA as stated in the data dictionary ('No information: Priority Ranking Points is SUPP or NA').","Add a mutate after the assignment: `project_score = dplyr::na_if(project_score, 'SUPP')` and also handle 'NA' string values similarly."
4_script_data,ERROR,project_type,"For projects on the SFY25 Base PPL with 'BIL LSL' in the Fund column (data shows values like 'DWSRF/BIL LSL'), the data dictionary says these should be classified as Lead projects. The script only checks `attachment_project_description` for 'lsl|lead' patterns, not the `fund` column. The BASE file sample shows FS010488-02 has Fund='DWSRF/BIL LSL', which would only be caught if its description also contains 'lead' or 'lsl'. The description 'Replace asbestos cement lines...' does NOT contain those keywords, so it may be misclassified as General.","Add a case_when branch for Base PPL projects: `list == 'SFY25 Base PPL' & grepl('BIL LSL', fund, ignore.case=TRUE) ~ 'Lead'` before the description-based grep checks."
4_script_data,WARNING,borrower / community_served,"Many Applicant Name and City/Town values in the raw CSVs contain embedded newline characters (e.g., 'Shelby County Water\nSystem', 'Fort Payne, Water Works\nof the City of', 'Harpersville Waterline\nReplacement Project\n2024'). The script uses `str_squish()` which collapses internal whitespace including newlines, so these will be converted to single spaces. This is likely correct behavior, but reviewers should verify that multi-line names like 'Mobile, AL (MAWSS), Board of Water and Sewer Commissioners of the City of' are collapsed to a single clean string without double spaces.","Confirm str_squish handles \n characters (it does in R), and add a spot-check assertion that no borrower or community_served values contain \n after cleaning."
4_script_data,WARNING,borrower,"The BASE file has applicant names with trailing '**' (e.g., 'Florence, City of**', 'Mobile, AL (MAWSS), Board of Water and Sewer Commissioners of the City of**'). str_squish() will not strip these asterisks, so they will appear in the cleaned borrower field.","Add a `gsub('\\*+', '', borrower)` step after str_squish to remove trailing asterisk characters from borrower names."
4_script_data,WARNING,list (file detection),"The file detection logic uses str_detect on the file name for '_BIL', '_LSL', '_EC'. The filenames are 'PPL_AL_FFY2024_BIL_doc2_curated.csv', 'PPL_AL_FFY2024_LSL_doc3_curated.csv', 'PPL_AL_FFY2024_EC_doc4_curated.csv', 'PPL_AL_FFY2024_BASE_doc1_curated.csv'. Since '_BIL' is checked first and '_LSL' second, and the LSL filename does not contain '_BIL', the ordering is safe. However, if future files are named with patterns like '_BIL_LSL_', the '_BIL' branch would match first and misclassify it as BIL Gen Supp. This is a fragility risk.","Make patterns more specific, e.g., use '_BIL_doc' to distinguish the BIL Gen Supp file from potential combined names, or reorder to check '_LSL' and '_EC' before '_BIL'."
4_script_data,WARNING,funding_amount / principal_forgiveness,"For projects on the Base PPL that also appear on the LSLR or EC lists (cross-listed projects), the script assigns funding and PF based solely on the `list` column from the file they were read from. The data dictionary indicates that for lead projects on the Base PPL, both `dw_srf_amount_granted` and `dw_bil_amount_granted` may apply, but the script only picks one column per list. Cross-listed projects may have funding split across columns not captured.",Review whether any project IDs appear on multiple lists and whether their funding needs to be summed across columns. Add a deduplication or aggregation step if needed.
4_script_data,WARNING,disadvantaged,"The BIL Gen Supp file shows `Disadvantaged Score` values of exactly 0.00 for multiple projects (DeKalb-Jackson, Florence, Mobile). These will be correctly caught by `as.numeric(disadvantaged_score) < 1 ~ 'No'`, but the value 0 may also represent 'not scored' rather than 'not disadvantaged'. Confirm with the state that 0 is a legitimate score meaning non-disadvantaged rather than a missing/default value.","Flag rows where disadvantaged_score == 0 for manual review, or add an INFO annotation distinguishing 0-scored from scored-but-low projects."
4_script_data,INFO,project_id,"The script assigns `project_id = project_number` but after janitor::clean_names(), the source column 'Project #' becomes `project_number` (the # symbol is dropped/replaced). Verify that janitor::clean_names() converts 'Project #' to 'project_number' and not 'project_' or another variant, as the hash character handling may differ by janitor version.","Log or assert that `project_number` exists in the cleaned names before the mutate, or use `project_` and check the actual column name produced by clean_names on this input."
4_script_data,INFO,population,"Population is listed as numeric type in the source files but the script passes it through `clean_numeric_string()`. If clean_numeric_string expects a character string with currency formatting (like the amount fields), passing a plain numeric may work but is unnecessary and could fail if the function assumes string input.","Confirm clean_numeric_string handles plain numerics gracefully, or use `as.character(population)` before passing it in, or simply `as.character(as.numeric(population))` directly."
