call_label,severity,field,issue,suggestion
1_col_names,ERROR,Project ID,"Data dictionary specifies 'Project ID' as a standardized column, but all files use 'EPIC Project ID' instead","Rename 'EPIC Project ID' to 'Project ID' across all files for consistency with data dictionary, or update data dictionary to specify 'EPIC Project ID'"
1_col_names,ERROR,Population,"Data dictionary references 'Population' but files use 'SDWIS Population' (oh-ppl-pf.csv, oh-ppl-regional-pf.csv) or no population column (oh-ppl-ecr.csv, oh-sdc-ec.csv, oh-lslr.csv, oh-discount.csv)","Standardize column name to 'Population' across all files, or update data dictionary to specify 'SDWIS Population' where applicable"
1_col_names,WARNING,oh-missing-not-funded.csv,Column 'Epic Project ID' uses inconsistent capitalization compared to other files which use 'EPIC Project ID',Change 'Epic Project ID' to 'EPIC Project ID' for consistency
1_col_names,WARNING,oh-discount.csv,"Column 'epic_project_id' uses lowercase and underscores, inconsistent with other files using 'EPIC Project ID'",Change 'epic_project_id' to 'EPIC Project ID' for consistency
1_col_names,INFO,Project Type,Data dictionary defines 'Project Type' standardized category but only oh-sdc-ec.csv file contains this column,"Verify if 'Project Type' should be derived/populated in other files, or if it is only applicable to EC projects"
1_col_names,INFO,Loan Type,"Data dictionary does not define 'Loan Type' as a standardized category, but it appears in multiple files (oh-ppl-regional-pf.csv, oh-ppl-pf.csv, oh-ppl-ecr.csv, oh-lslr.csv, oh-discount.csv)","Add 'Loan Type' to data dictionary if it is a standard column, or clarify its purpose and expected values"
1_col_names,INFO,Estimated Award Date,"Data dictionary does not define 'Estimated Award Date' as a standardized category, but it appears in multiple files",Add 'Estimated Award Date' to data dictionary if it is a standard column
1_col_names,INFO,Readiness to Proceed / Readiness To Proceed,"Data dictionary does not define this field, and capitalization is inconsistent: 'Readiness to Proceed' vs 'Readiness To Proceed'",Standardize capitalization and add to data dictionary if applicable
1_col_names,INFO,District Office,"Data dictionary does not define 'District Office' as a standardized category, but it appears in multiple files",Add 'District Office' to data dictionary or clarify its role
1_col_names,INFO,Rate,"Data dictionary references 'Rate' in context of identifying project types (LSL, EC, PFAS indicators) but does not formally define it as a standardized column",Formally add 'Rate' to the standardized categories section of the data dictionary
2_types_nulls,ERROR,oh-ppl-regional-pf.csv: EPIC Project ID,4% NA rate (1 missing value) in numeric column that should be NOT NULL based on dictionary requirement for unique project identifier,Investigate and populate the missing EPIC Project ID or remove the incomplete row
2_types_nulls,ERROR,oh-ppl-regional-pf.csv: Estimated Principal Forgiveness,"8% NA rate with values like 'Bypass 1' and 'EC List' stored as text rather than numeric amounts, inconsistent with dictionary specification for numeric principal forgiveness",Standardize to numeric values; resolve 'Bypass 1' and 'EC List' references by looking up actual amounts from referenced lists per dictionary instructions
2_types_nulls,ERROR,oh-ppl-pf.csv: Estimated Principal Forgiveness,"10.5% NA rate with mixed data types (text like 'REG List', 'EC List', 'Bypass 1' and numeric strings like '1818025', '467000') stored as character instead of numeric",Convert to numeric type; resolve 'List' references by extracting actual PF amounts from referenced lists per dictionary; clarify 'Bypass 1' interpretation
2_types_nulls,WARNING,oh-ppl-ecr.csv: Estimated EC Amount,17.6% NA rate with corresponding 17.6% NA in Est. EC Principal Forgiveness suggests systematic missing data pattern,Verify whether missing EC amounts indicate non-EC projects; document if NAs are intentional or data entry gaps
2_types_nulls,WARNING,oh-ppl-ecr.csv: Est. EC Principal Forgiveness,17.6% NA rate with non-numeric values like 'Bypass 1' stored as character type,Standardize to numeric type; resolve 'Bypass 1' values per dictionary rules for projects not expecting PF
2_types_nulls,ERROR,oh-discount.csv: epic_project_id,Column named 'epic_project_id' (lowercase) inconsistently named compared to 'EPIC Project ID' in other files; stored as character instead of numeric,Rename column to 'EPIC Project ID' and convert to numeric type for consistency across datasets
2_types_nulls,WARNING,oh-discount.csv: Estimated Award Date,"Date format inconsistent with other files ('Jul-24', 'Jun-25' vs '25-Jun', '24-Jul'); mixed character format not standardized","Standardize to consistent date format (e.g., 'YY-MMM' or ISO 8601) across all files"
2_types_nulls,WARNING,oh-lslr.csv: EPIC Project ID,Duplicate EPIC Project ID 20 appears twice in dataset (rows with Akron/LSL projects); violates uniqueness requirement for project identifiers,Verify if these are truly duplicate records or represent different project components; ensure EPIC Project ID is truly unique
2_types_nulls,WARNING,oh-ppl-base.csv: Rate,12 distinct values across 520 rows suggests this categorical field may contain data quality issues; needs validation against defined rate categories,Document all valid rate categories from source documents; validate observed values match expected categories
2_types_nulls,WARNING,oh-sdc-ec.csv: Project Type,Only 1 distinct value ('Design') across 2 rows; suspiciously uniform - verify whether all EC SDC projects are truly Design phase only,Confirm from source documents whether all 2 EC SDC projects are actually in Design phase or if data is incomplete
2_types_nulls,WARNING,Financial amount columns (multiple files),"Estimated Loan Amount, SDC-EC Grant*, Principal Forgiveness stored as character with currency formatting ($) rather than numeric; prevents calculations","Convert all financial columns to numeric type by removing '$' and ',' characters"
2_types_nulls,WARNING,"oh-ppl-base.csv, oh-ppl-pf.csv, oh-lslr.csv: Population",Column named 'Population' in oh-ppl-pf.csv but 'SDWIS Population' in oh-ppl-base.csv; naming inconsistency suggests potential data source or processing differences,Standardize column naming; verify whether both represent the same SDWIS Population field from dictionary
2_types_nulls,INFO,oh-missing-not-funded.csv: Epic Project ID,Column named 'Epic Project ID' (mixed case) instead of 'EPIC Project ID'; single row with value 'NF1' (text) instead of numeric EPIC ID,Rename to 'EPIC Project ID'; clarify whether non-funded projects use different ID scheme or if 'NF1' is placeholder
3_script_logic,ERROR,community_served,Column is renamed to 'community_served' but the data dictionary specifies the standardized field name is 'geographic_reference'. The final select() uses 'community_served' as the output column name.,"Rename 'community_served' to 'geographic_reference' to match the data dictionary field name, or add a rename step before the final select."
3_script_logic,ERROR,oh_ec_sdc filter,"oh_ec_sdc is filtered to only keep rows where entity is 'Beverly' or 'Oxford', discarding all other EC SDC grant projects. The ec_sdc_list has 13 entries but this filter may drop valid EC SDC records not belonging to those two entities.","Verify that only Beverly and Oxford are valid EC SDC projects to include, or replace the entity filter with a filter based on epic_project_id matching ec_sdc_list to avoid inadvertently dropping valid records."
3_script_logic,ERROR,oh_ec / oh_ec_extra split logic,"oh_ec filters rows with grepl('$', estimated_ec_amount) and oh_ec_extra filters rows without '$'. The literal '$' in grepl() is not escaped and is not treated as a regex anchor — however, since fixed=TRUE is not set, '$' in a regex matches end-of-string, not a dollar sign. This means the split logic is likely incorrect and rows may be misassigned between the two tables.","Use grepl('\\$', estimated_ec_amount, fixed=FALSE) or grepl('$', estimated_ec_amount, fixed=TRUE) to correctly match literal dollar signs."
3_script_logic,ERROR,expecting_funding (oh_ec_extra),"All rows in oh_ec_extra are hardcoded with expecting_funding = 'No'. However, the data dictionary states that the 12 projects in the 'Projects to be funded with EC SDC Grant Funds' section are expecting funding ('Yes'), and if a project appears in both the EC SDC Grant Funds section and the 'not meet programmatic requirements' section it should still be 'Yes'.","Set expecting_funding = 'Yes' for EC SDC projects (those in ec_sdc_list) within oh_ec_extra, rather than hardcoding 'No' for all."
3_script_logic,ERROR,principal_forgiveness (oh_ec_extra),"All rows in oh_ec_extra are hardcoded with principal_forgiveness = 'No Information'. The data dictionary requires checking the EC PPL for Est. EC Principal Forgiveness values for these projects, and projects not on any PF list should be '$0' not 'No Information'.",Pull Est. EC Principal Forgiveness from oh-ppl-ecr.csv for oh_ec_extra rows and apply the same Bypass/$0/value logic used for oh_ec rows.
3_script_logic,ERROR,principal_forgiveness (oh_comp merge),"When merging oh_main_ec and oh_lead, principal_forgiveness.y from oh_lead takes precedence over principal_forgiveness.x from oh_main_ec using ifelse(!is.na(principal_forgiveness.y), ...). However, the Lead PPL 'No Information' string is not NA — it is an explicit string — so lead PF values ('No Information') will be correctly used, but projects already having a PF from DAC/EC lists could be incorrectly overwritten by a lead 'No Information' value.","Use a case_when that only overrides principal_forgiveness with the lead value when principal_forgiveness.x is NA, or explicitly check that lead PF is not 'No Information' before overriding."
3_script_logic,ERROR,disadvantaged (oh_comp merge),"The merge of oh_main_ec and oh_lead uses ifelse(!is.na(disadvantaged.y), disadvantaged.y, disadvantaged.x), meaning the Lead PPL disadvantaged value always overrides the DAC PPL value. A project could be on the DAC PPL (disadvantaged='Yes') but also on the Lead PPL without PF (disadvantaged='No'), and the lead value would incorrectly override the DAC designation.","Use a case_when that sets disadvantaged='Yes' if either source marks it as 'Yes', rather than letting one source unconditionally override the other."
