call_label,severity,field,issue,suggestion
1_col_names,WARNING,Geographic Reference,Expected column 'Geographic Reference' not found in data files. Dictionary states 'No information' but Zip Code is present as proxy.,Confirm if Zip Code serves as Geographic Reference or if a dedicated municipality/county column should be added.
1_col_names,WARNING,Borrower,Dictionary maps to 'Project' column but column is named 'Project' in files. Confirm if this is the borrower identifier.,Verify that 'Project' column contains borrower/community water system names as defined.
1_col_names,WARNING,PWSID,Expected column 'PWSID' not found in data files. Dictionary states 'No information'.,Confirm whether PWSID data should be added or if this field is intentionally omitted.
1_col_names,WARNING,Project ID,Expected column 'Project ID' not found in data files. Dictionary states 'No information'.,Confirm whether Project ID data should be added or if 'Project' column serves this purpose.
1_col_names,WARNING,Project Name,Dictionary maps to 'Project Title' but field definition says 'No information'. Actual file has 'Project Title' column.,Clarify if 'Project Title' column satisfies the Project Name requirement.
1_col_names,INFO,Project Type,Column for Project Type not found in data files. Dictionary indicates type determination requires text parsing of Project Title.,Confirm if Project Type should be a derived/calculated column based on Project Title keywords.
1_col_names,WARNING,Project Cost,Expected column 'Project Cost' not found in data files. Dictionary states 'No information'.,Confirm if Project Cost data is unavailable or should be added.
1_col_names,INFO,Funding Amount,Expected column 'Funding Amount' not found in data files. Dictionary states 'No information'.,Confirm if funding award amounts are unavailable in source documents.
1_col_names,INFO,Principal Forgiveness,Expected column 'Principal Forgiveness' not found. Dictionary states 'No information' but 'Eligible PF Amount' exists in files.,Confirm if 'Eligible PF Amount' should be mapped to 'Principal Forgiveness' or if these are distinct concepts.
1_col_names,INFO,Expecting Funding?,Column for 'Expecting Funding?' status not found in data files. Dictionary indicates status should be determinable from list placement (PPL vs Planning List).,"Confirm if this should be a derived column based on file source (PPL = 'Yes', Planning List = 'No')."
1_col_names,INFO,Statewide Cum. $,Column 'Statewide Cum. $' found in files but not defined in data dictionary.,Add definition of cumulative funding column to data dictionary.
1_col_names,INFO,Zip Code,Column 'Zip Code' found in files but not explicitly mapped in data dictionary's 'Data standardization' section.,Clarify whether Zip Code serves as Geographic Reference or is supplementary to missing municipality/county information.
2_types_nulls,ERROR,Eligible PF Amount,Column type is character but should be numeric for financial data. Contains currency formatting ($) which prevents numeric operations and comparisons.,"Convert to numeric type by removing $ and commas, then parse as numeric. Store as numeric values."
2_types_nulls,ERROR,Loan Amount Requested,Column type is character but should be numeric for financial data. Contains currency formatting ($) which prevents numeric operations and comparisons.,"Convert to numeric type by removing $ and commas, then parse as numeric. Store as numeric values."
2_types_nulls,ERROR,Statewide Cum. $,Column type is character but should be numeric for financial data. Contains currency formatting ($) which prevents numeric operations and comparisons.,"Convert to numeric type by removing $ and commas, then parse as numeric. Store as numeric values."
2_types_nulls,ERROR,Project Title,"13.7% NA rate in PPL file and 7.8% NA rate in Planning List file. Dictionary does not specify this column as optional, and it maps to 'Project Description' which is a required descriptive field.","Determine if missing values are acceptable or if source document extraction needs review. If required, investigate source documents for missing project titles."
2_types_nulls,WARNING,Project,"Column contains category headers (e.g., 'Category III: Primary Drinking Water Standards Projects') mixed with actual borrower names. These appear as separate rows with all null values in other columns.",Remove category header rows or restructure data with a separate 'Category' column to distinguish headers from data rows.
2_types_nulls,WARNING,Priority Points,"Range is [31, 18098] in PPL and [0, 6450] in Planning List, but both files have 13.7% and 7.8% NA rates respectively. Category header rows have NA values.",Verify if NA values correspond only to category headers or if legitimate project records are missing scores. Investigate source document for missing priority points.
2_types_nulls,WARNING,Service Area Population,"Range in Planning List is [90, 75000] which includes very small populations (90). Verify if this represents actual service areas or data entry errors.",Validate population figures against source documents for communities with populations below 100.
2_types_nulls,INFO,Zip Code,"Column is numeric type but ZIP codes should be character/string to preserve leading zeros and prevent mathematical operations. Range [38606, 39814] appears valid for Mississippi.",Convert Zip Code to character type to ensure proper formatting and prevent unintended numeric calculations.
2_types_nulls,WARNING,Eligible PF Amount,"Contains both $0 and positive values. Dictionary states 'Eligible PF Amount > $0 (indicates DAC status)' but includes $0 values, which suggests non-DAC status. Need to verify if this field correctly distinguishes DAC vs non-DAC.",Verify that $0 values correctly represent non-DAC communities and positive values correctly represent DAC communities per Mississippi's DAC definition.
2_types_nulls,INFO,NA,"Data dictionary indicates 'No information' for Geographic Reference, PWSID, Project ID, Project Name, Project Cost, Funding Amount, and Principal Forgiveness columns. These columns are not present in the provided files.",Confirm whether these columns will be populated in future updates or if they remain unavailable from source documents.
2_types_nulls,WARNING,Statewide Cum. $,Cumulative totals only appear on non-header rows. Column name contains special character ($) which may cause issues in some database systems or data processing tools.,Rename column to 'Statewide_Cumulative_Amount' or similar for better compatibility. Verify cumulative calculation logic in source data.
3_script_logic,WARNING,disadvantaged,"When eligible_pf_amount is NA or non-numeric (e.g., empty string mapped to NA via na.strings), as.numeric will return NA and the ifelse condition NA > 0 will produce NA, which is then coerced to 'No' by ifelse (not 'No Information' or left blank). Valid DAC records with missing PF amounts could be misclassified as 'No'.","Add an explicit NA check before the numeric comparison, e.g., dplyr::case_when(is.na(eligible_pf_amount) ~ as.character(NA), as.numeric(str_replace_all(eligible_pf_amount,'[^0-9.]','')) > 0 ~ 'Yes', TRUE ~ 'No')"
3_script_logic,WARNING,project_rank,"The script groups by source_list (Priority/Planning) and assigns row_number() within each group, but the dict specifies that rank should reflect the order projects appear on each source document list (PPL or Planning List). If bind_rows reorders rows (e.g., due to multiple PPL or PPlaL files being concatenated), the row_number() within source_list group may not match the original document ordering.","Ensure rows are sorted by original file order and document order before computing project_rank, or preserve an explicit ordering key from the source files prior to grouping."
3_script_logic,WARNING,project_rank,"The rank value is formatted as '1-Priority', '2-Planning', etc. (paste0(row_number(), '-', source_list)), which embeds a suffix rather than being a plain integer rank. This non-standard format may cause downstream issues if numeric rank comparisons or sorting are expected.",Consider storing rank as a plain integer or document the format convention explicitly.
3_script_logic,ERROR,disadvantaged,"The dict states that DAC status is determined by Eligible PF Amount > $0, but the script only sets 'Yes' or 'No', never 'No Information'. If the eligible_pf_amount column is absent or entirely missing for some rows, those records should arguably get 'No Information' rather than 'No'.",Map NA eligible_pf_amount values to 'No Information' for the disadvantaged field to faithfully represent data availability.
