call_label,severity,field,issue,suggestion
1_col_names,WARNING,Project ID,Data dictionary defines 'Project ID' as a standardized column but it is marked as 'No Information' in the standardization section. No column in either CSV file explicitly labeled 'Project ID'.,"Clarify whether Project ID should be extracted from 'Project Number' or 'project_number' columns, or confirm this field should remain unpopulated"
1_col_names,WARNING,Rank/Points,"Data dictionary references 'Rank/Points' as a single field for both Project Rank and Project Score extraction, but the CSV files separate these into distinct columns: 'Rank' and 'Points' in Comprehensive List, 'PPL Rank' and 'Scoring Points' in Fundable List",Clarify mapping: Confirm whether 'Rank'/'PPL Rank' maps to Project Rank and 'Points'/'Scoring Points' maps to Project Score
1_col_names,WARNING,Disadvantaged,"Data dictionary defines extraction based on 'DISADV.' in 'Project Details' column, but Comprehensive List has 'Disadvantaged' column and Fundable List has 'DAC Community' column. No 'Project Details' column found in either file","Confirm that 'Disadvantaged' (Comprehensive) and 'DAC Community' (Fundable) are the correct source columns, not a 'Project Details' column"
1_col_names,WARNING,Project Type,"Data dictionary references 'Project Details' for extracting project type keywords (lead, EC, etc.), but Comprehensive List has 'Milestone / Project Type' column instead. Column name mismatch",Confirm that 'Milestone / Project Type' in Comprehensive List is the intended source for project type extraction
1_col_names,WARNING,Geographic Reference / Borrower,"Data dictionary references 'Applicant Name/County' from Comprehensive List, but actual columns are split: 'Applicant / System Name' and 'County' as separate columns",Confirm extraction should pull from both 'Applicant / System Name' and/or 'County' columns separately
1_col_names,INFO,DWSRF TOTAL FUNDING,"Data dictionary references 'DWSRF TOTAL FUNDING' in Fundable List for Funding Amount extraction, but actual column is 'Total Funding ($)'",Update reference to use actual column name 'Total Funding ($)'
1_col_names,INFO,Principal Forgiveness,"Data dictionary specifies summing 'PF sub-columns' but Fundable List has explicit separate columns: 'DWSRF Base PF ($)', 'IIJA General PF ($)', 'IIJA LSL PF ($)', and 'IIJA PFAS/EC' (no separate PF sub-column). Clarification needed on IIJA PFAS/EC handling",Confirm whether 'IIJA PFAS/EC' column should be included in PF sum or if it represents total funding
2_types_nulls,ERROR,Total Cost ($) [Comprehensive_List],Column is character type but contains currency values that should be numeric for calculations. Values have '$' prefix and commas.,"Convert to numeric by removing '$' and ',' characters, then parse as numeric type"
2_types_nulls,ERROR,Green Cost ($) [Comprehensive_List],"Column is character type but contains currency values that should be numeric. 95% NA rate is acceptable per dict, but type mismatch when values present.","Convert to numeric by removing '$' and ',' characters"
2_types_nulls,ERROR,MDE Requested Funding ($) [Comprehensive_List],Column is character type but contains currency values that should be numeric. Values have '$' prefix and commas.,"Convert to numeric by removing '$' and ',' characters, then parse as numeric type"
