call_label,severity,field,issue,suggestion
1_col_names,WARNING,Geographic Reference,Column defined in data dictionary but not found in any data file. Dictionary states 'No information' for this field.,Confirm whether this column should be included or if 'No information' status is intentional
1_col_names,WARNING,PWSID,Column defined in data dictionary but not found in any data file. Dictionary states 'No information' for this field.,Confirm whether this column should be included or if 'No information' status is intentional
1_col_names,WARNING,Project ID,Column defined in data dictionary but not found in any data file. Dictionary states 'No information' for this field.,Confirm whether this column should be included or if 'No information' status is intentional
1_col_names,WARNING,Project Name,Column defined in data dictionary but not found in any data file. Dictionary states 'No information' for this field.,Confirm whether this column should be included or if 'No information' status is intentional
1_col_names,WARNING,Project Cost,Column defined in data dictionary but not found in any data file. Dictionary states 'No information' for this field.,Confirm whether this column should be included or if 'No information' status is intentional
1_col_names,WARNING,Funding Amount,Column defined in data dictionary but not found in any data file. Dictionary states 'No information' for this field.,Confirm whether this column should be included or if 'No information' status is intentional
1_col_names,WARNING,Eligible PF Amount,Column present in PPL_MS_FFY2026_base_raw_curated.csv and PPlaL_MS_FFY2026_base_raw_curated.csv but absent in PPL_MS_FFY2026_EC_raw_curated_.csv. Dictionary indicates 'No information' for EC projects regarding Disadvantaged status.,Confirm this is intentional for EC projects or add the column with null values
1_col_names,INFO,Statewide Cum. $,Column present in all data files but not defined in data dictionary standardized categories or data standardization section.,Add definition to data dictionary or document purpose of this cumulative tracking column
1_col_names,INFO,Zip Code,Column present in all data files but not defined in data dictionary standardized categories.,Add definition to data dictionary or clarify if this relates to Geographic Reference
2_types_nulls,ERROR,Eligible PF Amount,"Column stored as character type but should be numeric. Contains currency formatted strings ($49,923) which cannot be used for calculations.","Convert to numeric by removing '$' and ',' characters. Data type should be numeric, not character."
2_types_nulls,ERROR,Loan Amount Requested,"Column stored as character type but should be numeric. Contains currency formatted strings ($5,000,000) which cannot be used for calculations.","Convert to numeric by removing '$' and ',' characters. Data type should be numeric, not character."
2_types_nulls,ERROR,Loan Amount Request,Column stored as character type but should be numeric. Contains currency formatted strings which cannot be used for calculations.,"Convert to numeric by removing '$' and ',' characters. Data type should be numeric, not character."
2_types_nulls,ERROR,Statewide Cum. $,Column stored as character type but should be numeric. Contains currency formatted strings which cannot be used for calculations.,"Convert to numeric by removing '$' and ',' characters. Data type should be numeric, not character."
2_types_nulls,WARNING,Project Title,"15.8% NA rate in PPL file (6 out of 38 rows). Data dictionary does not specify Project Title as optional, but category header rows appear to have intentional NAs.",Clarify whether category header rows should be separate from data rows or if NAs are acceptable for structural organization purposes.
2_types_nulls,WARNING,Project Title,6.5% NA rate in Planning List file (6 out of 93 rows). Appears to correlate with category header rows.,Separate category headers into metadata/structural information rather than data rows to eliminate intentional NAs.
2_types_nulls,WARNING,Priority Points,"Priority Points shows NA (15.8% in PPL) and includes 0 values (in Planning List). Data dictionary states projects are ranked by order of appearance, but NAs appear in category header rows.",Verify that category header rows should be included as data rows. Consider separating structural headers from actual project data.
2_types_nulls,WARNING,Service Area Population,Range includes very low values (90-108 in Planning List). Verify these represent actual service populations.,Review source documents to confirm whether populations below 100 are valid or represent data entry errors.
2_types_nulls,WARNING,Priority Points,"Inconsistent scale across files: PPL range [19-7626], EC range [88-1558], Planning List range [0-18098]. Values are not comparable across project types.",Document that Priority Points are calculated separately for each list type and cannot be compared across project types.
2_types_nulls,INFO,Expecting Funding,Column only present in PPL file with 15.8% NA rate (coinciding with category header rows). EC file has no Expecting Funding column per data dictionary specification.,"EC projects should have 'No information' designation for Expecting Funding per data dictionary rules, but this column is absent from the EC file."
2_types_nulls,WARNING,Project Description,"16.7% NA rate in EC file (1 out of 6 rows), appearing to be a category header row.",Separate category headers from data rows to eliminate intentional NAs.
2_types_nulls,INFO,Zip Code,Column type is numeric but zip codes should be character/string to preserve leading zeros (if any) and maintain consistency with postal code standards.,Convert Zip Code to character type to prevent loss of leading zeros and ensure compatibility with geographic reference standards.
2_types_nulls,WARNING,Project,"Category header rows are mixed with actual borrower names in the 'Project' column, making it difficult to distinguish structural categories from data.",Create separate rows for categories or store category information in a separate metadata column.
3_script_logic,ERROR,principal_forgiveness,"The script assigns 'No Information' as a string when expecting_funding != 'Yes', but according to the dictionary, principal_forgiveness should be a numeric/financial value (the eligible PF amount) or null/NA when not applicable. Using 'No Information' conflates a financial column with a status string and will corrupt downstream numeric parsing.",Set principal_forgiveness to NA (or clean_numeric_string(eligible_pf_amount) for all rows regardless of funding status) rather than 'No Information'. Only projects above the funding line have a known PF amount; others should be NA.
3_script_logic,ERROR,expecting_funding,"The expecting_funding column is used before it is defined. The principal_forgiveness mutate block references 'expecting_funding' to decide whether to populate PF, but the expecting_funding column is not created until a later mutate block. This will cause an error or silently use a pre-existing column from the raw data with different semantics.","Move the expecting_funding mutate block to before the principal_forgiveness mutate block, or restructure so that expecting_funding is derived first."
3_script_logic,ERROR,disadvantaged,"For projects on the SFY26 EC PPL (source_file == 'EC'), the dictionary states 'No information' for disadvantaged status. The script assigns 'No' to all non-Base projects (the else branch of the ifelse), which misrepresents EC projects as confirmed non-disadvantaged rather than unknown.","Use a three-way condition: 'Yes' if source_file == 'Base' and eligible_pf_amount > 0, 'No Information' if source_file != 'Base', and 'No' if source_file == 'Base' and eligible_pf_amount == 0 or NA."
3_script_logic,ERROR,project_rank,"The script groups by source_list and assigns row_number() within each source_list group. However, the dictionary states projects should be ranked by the order they appear on their respective list (PPL or Planning List), and the EC PPL is a separate list from the Base PPL. Grouping only by source_list merges the Base PPL and EC PPL rows together, producing incorrect rankings for EC projects.","Group by both source_list and source_file (or list) to produce separate rank sequences for Base Priority, EC Priority, and Planning lists."
3_script_logic,WARNING,project_type,"The EC keyword matching uses a variable 'ec_str' that is not defined anywhere in the script. This will throw a runtime error unless ec_str is defined in the global environment, making the script fragile and non-self-contained.","Define ec_str explicitly within the function, listing all EC keywords from the dictionary (cyanotoxins, dioxane, emerging contaminant, lithium, manganese, Mn, Perfluoro-n-pentanoic acid, PFPeA, PFAS, PFOA, PFOS, DBP, disinfection byproducts, HAA5, haloacetic acid, trihalomethanes, THM, Unregulated Contaminant Monitoring Rule)."
3_script_logic,WARNING,project_type,"The Lead keyword check only matches 'lead' or 'lsl' (case-insensitive) but the dictionary also specifies 'LSL' as a distinct token to match in the Project Title. While ignore.case=TRUE covers this, the pattern does not account for word boundaries, so a word like 'mislead' could produce a false positive Lead classification.",Use word-boundary anchors or more specific patterns such as '\blead\b|\blsl\b' to avoid false positives.
3_script_logic,WARNING,principal_forgiveness,"The dictionary specifies that principal_forgiveness applies only to projects above the Funding Line on the SFY26 Base/IIJA Gen Supp PPL. The script checks expecting_funding == 'Yes' as a proxy, but at the point this mutate runs, expecting_funding has not yet been properly derived (see ordering ERROR above), and EC/Planning projects may have eligible_pf_amount populated in the raw data spuriously.","After fixing the ordering issue, also ensure that PF is only populated for Base PPL projects above the funding line, not EC or Planning list projects."
3_script_logic,WARNING,disadvantaged,"The script uses as.numeric(str_replace_all(...)) directly on eligible_pf_amount without handling NA or empty strings, which will produce NA with a coercion warning for rows where eligible_pf_amount is missing, and those rows will silently fall into the 'No' bucket.","Explicitly handle NA: use is.na(eligible_pf_amount) as a prior condition, or use tidyr::replace_na before numeric conversion."
3_script_logic,WARNING,project_description,"The dictionary maps project_description to 'Project Title' on the Base IUP and 'Project Description' on the EC PPL. The script renames the raw column 'project_description' to 'project_title' on ingest and then later assigns project_description from project_title. This works for Base files but for EC files the raw column is already named 'project_description', so after the rename step (which uses any_of and won't rename a non-existent column) the EC rows will have project_description in project_title only if the rename fires, potentially creating inconsistency.","Verify that the rename logic correctly handles both source column names across file types, and add a unit test or assertion confirming project_description is never NA for EC rows."
3_script_logic,WARNING,project_score,"The script strips all non-numeric characters from priority_points but does not cast the result to numeric or explicitly declare it as character. The column name and treatment suggest it should be numeric, but it remains a character string after str_replace_all.","After stripping non-numeric characters, cast to numeric with as.numeric() if the dashboard expects a numeric type, or document explicitly that it is stored as character."
3_script_logic,INFO,community_served,"The dictionary field is named 'Geographic Reference' in the data dictionary, but the script uses 'community_served' as the internal column name. This is acceptable if a mapping layer exists downstream, but should be confirmed against the dashboard's expected column names.","Confirm the dashboard ingestion layer maps 'community_served' to 'Geographic Reference', or rename to match dashboard expectations."
3_script_logic,INFO,NA,"The script calls colnames(priority_list) %in% colnames(planning_list) and vice versa but does not assign the results or act on them (e.g., no stopifnot or warning). These lines are dead code that provide no runtime protection.",Replace with an assertion such as stopifnot(all(colnames(priority_list) %in% colnames(planning_list))) or remove the lines if they are just debugging artifacts.
3_script_logic,INFO,funding_amount,"The dictionary field 'Funding Amount' is set to NA throughout the script with no conditional logic. The dictionary states it is the estimated total SRF funding awarded. While the source documents may not provide this, it should be explicitly documented in a comment that no source data is available, to distinguish intentional NA from an oversight.",Add an inline comment such as # No source data available per data dictionary to make the intent explicit.
3_script_logic,INFO,project_id,"The dictionary specifies Project ID as 'No information' for Mississippi, and the script correctly sets it to NA. However, no attempt is made to check whether the raw data contains any column that could serve as a project identifier, which could be a missed opportunity if the source files contain one.",Add a comment or exploratory check to confirm no project ID column exists in the source files.
4_script_data,ERROR,disadvantaged,"The disadvantaged logic runs BEFORE expecting_funding is reassigned. At the time disadvantaged is computed, expecting_funding still holds the raw source value (e.g., 'Yes'/'No'/NA from the CSV), not the cleaned value. However, the principal_forgiveness mutate references expecting_funding == 'Yes' before the reassignment mutate as well — these are in separate mutate() calls so dplyr evaluates each mutate block against the state of the data entering that block. The disadvantaged logic does NOT reference expecting_funding, so that part is fine. But principal_forgiveness uses expecting_funding == 'Yes' on the raw column value before it is recoded. For EC PPL rows, expecting_funding is NA in the raw data, so principal_forgiveness will be 'No Information' for all EC rows — this appears correct per the data dictionary. However, for Base PPL rows below the funding line, expecting_funding is 'No' in the raw data, so principal_forgiveness will correctly fall to 'No Information'. This seems acceptable, but the ordering dependency is fragile and could break if mutate blocks are reordered.","Reorder the mutate blocks so expecting_funding is recoded first, then use the recoded value for principal_forgiveness. Or add an explicit interim column to avoid the ordering dependency."
4_script_data,ERROR,disadvantaged,"For EC PPL rows, eligible_pf_amount does not exist (the EC file has no such column). The str_replace_all on eligible_pf_amount will produce NA, and as.numeric(NA) > 0 is NA (not FALSE), so ifelse() will return NA rather than 'No'. The data dictionary states 'No information' for EC DAC status, but the script outputs NA instead of a consistent string value.","Use case_when or add a guard: if source_file == 'EC' then 'No Information', else apply the PF amount logic. Also handle the case where eligible_pf_amount is NA explicitly."
4_script_data,ERROR,project_type / project_description (EC detection),"The EC file sample contains 'Treatment Plant Modifications for PFA/PFOs' — note 'PFA' not 'PFAS' or 'PFOA' or 'PFOS'. The ec_str regex (not shown in script but referenced as a variable) likely does not include 'PFA' as a standalone token. This project would be classified as 'General' rather than 'Emerging Contaminants' if it appeared on the Base list, and even on the EC file it is handled by source_file == 'EC', so it is fine for this file. However, if similar abbreviations appear on the Base list in future data, they would be misclassified.","Add 'PFA' to ec_str, or at minimum flag this as a known gap. For EC-source-file rows, project_type is already forced to 'Emerging Contaminants' so this is not a current bug for EC rows."
4_script_data,ERROR,project_type,"EC file sample row 'Removal of Iron and Manganese' and 'Removal of Manganese and Iron' contain 'manganese' and 'Mn' which are in the ec_str keyword list per the data dictionary. However, iron-and-manganese removal is a standard treatment process and may not always be an EC project. More critically, the City Point Water Association row with 'Removal of Iron and Manganese' (no PFAS mention) would be correctly typed as EC via source_file == 'EC', but if a similar description appeared on the Base list, the manganese keyword would classify it as EC — which may be an overclassification.",Document this known ambiguity. Consider requiring manganese keyword matches to be validated against source list context. For current MS data this is not a blocking bug since manganese rows appear only on the EC file.
4_script_data,WARNING,combined_list filter / Project column,"The script filters rows where project contains 'Category' using grepl('Category', project). The sample data shows category header rows like 'Category III: Primary Drinking Water Standards Projects', 'Category IV: One Well Projects', etc. The filter uses !grepl('Category', project) which correctly removes these. However, if any actual borrower name ever contained the word 'Category' (unlikely but possible), it would be incorrectly dropped.",This is low risk for current data but worth noting. A more precise filter could check for the pattern 'Category [IVX]+:' using a Roman numeral regex.
4_script_data,WARNING,project_rank,"project_rank is computed using row_number() grouped by source_list ('Priority' or 'Planning'). However, within Priority rows, the EC PPL and Base PPL are separate lists that should be ranked independently. The script groups only by source_list, so EC and Base priority rows are ranked together in one sequence, producing a single combined rank rather than per-list ranks.","Group by both source_list and source_file (e.g., group_by(source_list, source_file)) to produce independent rank sequences for Base Priority, EC Priority, and Planning lists."
4_script_data,WARNING,list (state_fiscal_year list column),"The list column is constructed as paste0('SFY26 ', source_file, source_list, ' List'). This produces values like 'SFY26 BasePriority List', 'SFY26 ECPriority List', 'SFY26 BasePlanning List' with no space or separator between source_file and source_list.","Add a separator: paste0('SFY26 ', source_file, ' ', source_list, ' List') to produce 'SFY26 Base Priority List', 'SFY26 EC Priority List', etc."
4_script_data,WARNING,principal_forgiveness,"For Base PPL rows that are NOT above the funding line (expecting_funding == 'No' in raw data), principal_forgiveness is set to 'No Information'. But the data dictionary says principal_forgiveness should only be populated for funded projects. 'No Information' is reasonable, but note that some of these rows have a non-zero Eligible PF Amount in the raw data (e.g., '$500,000'). The script discards this information entirely for non-funded rows rather than preserving it or using a different label.","Consider whether 'No Information' is the correct output for rows with a known PF amount but no funding designation, or whether the raw PF amount should be preserved with a note."
4_script_data,WARNING,disadvantaged,"Rows where eligible_pf_amount is '$0' (present in Planning list sample) will have as.numeric(0) > 0 == FALSE, correctly yielding 'No'. However, rows where eligible_pf_amount is NA (category header rows before filtering, and EC rows) could yield NA from ifelse rather than 'No'. Category header rows are filtered out before this mutate, but NA eligible_pf_amount rows for real projects (e.g., if a base project genuinely has no PF info) would return NA.","Use case_when with explicit NA handling, or wrap in an is.na() guard to ensure all rows get 'Yes', 'No', or 'No Information' as a string."
4_script_data,WARNING,project_score,"priority_points in the base PPL has a numeric range of 19–7626 and the planning list 0–18098. The script strips non-numeric characters with str_replace_all, which is fine for these values. However, priority_points is read as numeric by fread (despite colClasses='character' — fread with colClasses='character' should coerce to character, but the column summary shows numeric type, suggesting these may already be clean integers). Verify that str_replace_all on a character representation of a number like '4,388' vs '4388' is handled — the sample shows values like 4388 without commas, so this appears safe.",Confirm no comma-formatted integers exist in priority_points column; current samples appear comma-free so this is low risk.
4_script_data,INFO,EC file / Expecting Funding column,"The EC PPL file (PPL_MS_FFY2026_EC_raw_curated_.csv) does not have an 'Expecting Funding' column (only 7 columns, none named Expecting Funding). The script references expecting_funding in the principal_forgiveness and expecting_funding mutate blocks. After bind_rows with the Base PPL, EC rows will have NA for expecting_funding, which is correctly handled by the .default = 'No Information' branch.","No code change needed, but add a comment noting that EC rows intentionally have NA expecting_funding before recoding."
