call_label,severity,field,issue,suggestion
1_col_names,WARNING,wi-sfy25-lsl-fundable-list.csv,Column 'Project #' does not match standardized naming convention. Data dictionary expects 'Project ID' but file uses 'Project #',Rename 'Project #' to 'Project ID' for consistency across all files
1_col_names,WARNING,wi-sfy25-general-fundable-list.csv,"Column names have spacing/formatting inconsistencies: 'PriorityScore' lacks spaces, 'RequestedProject Costs' missing space before 'Costs', 'BIL-EC PFEstimate5' missing space before 'Estimate', 'Total PFPoints' missing spaces, 'Total EstimatedPF' missing space","Standardize to consistent spacing: 'Priority Score', 'Requested Project Costs', 'BIL-EC PF Estimate', 'Total PF Points', 'Total Estimated PF'"
1_col_names,WARNING,wi-sfy25-general-fundable-list.csv,Column 'FinancialNeedPoints3' and 'ProjectPoints4' contain numeric suffixes not present in data dictionary,Clarify if these are metadata markers or if column names should be 'Financial Need Points' and 'Project Points'
1_col_names,WARNING,wi-sfy25-ec-fundable-list.csv,"Column names have spacing/formatting inconsistencies: 'PriorityScore' lacks spaces, 'FinancialNeedPoints2' and 'ProjectPoints3' contain numeric suffixes, 'RequestedProject Costs' missing space, 'Eligible PF %4' contains numeric suffix, 'BIL-EC PFEstimate' missing space","Standardize to consistent spacing: 'Priority Score', 'Financial Need Points', 'Project Points', 'Requested Project Costs', 'Eligible PF %', 'BIL-EC PF Estimate'"
1_col_names,WARNING,wi-sfy25-comp-list.csv,Column 'SelfScore1' and 'FederalEquivalency2' contain numeric suffixes not present in data dictionary,Clarify if these are metadata markers or rename to 'SELF Score' and 'Federal Equivalency'
1_col_names,WARNING,wi-sfy25-comp-list.csv,Column 'EstimatedProject Cost' should be 'Estimated Project Cost' (spacing inconsistency),Rename to 'Estimated Project Cost' for consistency
1_col_names,WARNING,wi-sfy25-general-fundable-list.csv and wi-sfy25-ec-fundable-list.csv,"Column 'MHI(<$57,967)' vs 'MHI (<$57,967)' - inconsistent spacing around parentheses",Standardize spacing format across both files
1_col_names,INFO,All files,"Data dictionary states 'Borrower' should map to available data, but no file contains explicit 'Borrower' column. Dictionary notes 'No Information' for this field",Verify if 'Municipality' serves as proxy for 'Borrower' or if separate borrower data exists
1_col_names,INFO,All files,Data dictionary expects 'PWSID' column but no file contains it. Dictionary notes 'No Information' for this field,Confirm if PWSID data is unavailable or should be added
1_col_names,INFO,wi-sfy25-lsl-fundable-list.csv,"Data dictionary expects 'Requested Amount' to map to 'Requested Costs', but file contains additional columns ('Private Side Costs', 'Remaining Costs') not defined in dictionary",Clarify data model: determine if these are sub-categories of requested amount or separate tracking
2_types_nulls,ERROR,wi-sfy25-lsl-fundable-list.csv: Municipality,"Value 'GREEN BAY, CITY OF4' contains unexpected character '4' suffix, inconsistent with other municipality values and data dictionary standardization rules","Verify source document and correct to 'GREEN BAY, CITY OF' or document the '4' as a meaningful footnote indicator with metadata"
2_types_nulls,ERROR,wi-sfy25-lsl-fundable-list.csv: Municipality,"Multiple municipality values contain numeric suffixes (e.g., 'GREEN BAY, CITY OF4') inconsistently applied across rows, violating standardization",Document footnote reference scheme and apply consistently or remove from core data values
2_types_nulls,ERROR,wi-sfy25-lsl-fundable-list.csv: Project #,"Project # uses special dash character (‐, U+2011 hyphen) instead of standard hyphen (-), inconsistent with other files",Standardize all Project # values to use ASCII hyphen (-) for consistency with ProjectNumber in other files
2_types_nulls,ERROR,wi-sfy25-not-fundable-list.csv: Estimated Project Cost,Column stored as character type but contains currency values; dictionary expects numeric type based on other fundable lists,"Convert to numeric type by removing '$' and ',' characters; align with wi-sfy25-general-fundable-list.csv and wi-sfy25-lsl-fundable-list.csv structure"
