call_label,severity,field,issue,suggestion
1_col_names,WARNING,Owner Type,Column 'Owner Type' appears in SFY27_General_Comprehensive_appendix_j.csv but is not defined in the data dictionary standardized categories,Verify if this column should be included in standardized categories or if it should be documented
1_col_names,WARNING,Green Type,Column 'Green Type' appears in both comprehensive and fundable files but is not defined in the data dictionary standardized categories,Verify if this column should be included in standardized categories or if it should be documented
1_col_names,WARNING,GPR,Column 'GPR' appears in both comprehensive and fundable files but is not defined in the data dictionary standardized categories,Verify if this column should be included in standardized categories or if it should be documented
1_col_names,WARNING,Related PIF #'s,Column 'Related PIF #'s' appears in comprehensive file and 'Related PIF #'s' in fundable file but is not defined in the data dictionary standardized categories,Verify if this column should be included in standardized categories or if it should be documented
1_col_names,WARNING,Requested Phase(s),Column 'Requested Phase(s)' appears in SFY27_General_Comprehensive_appendix_j.csv but is not defined in the data dictionary standardized categories,Verify if this column should be included in standardized categories or if it should be documented
1_col_names,WARNING,Eligible Phase(s),Column 'Eligible Phase(s)' appears in SFY27_General_Fundable_appendix_k.csv but is not defined in the data dictionary standardized categories,Verify if this column should be included in standardized categories or if it should be documented
1_col_names,WARNING,...1,Column '...1' appears in SFY27_General_Not_Disadvantaged_appendix_i.csv - appears to be an unnamed/index column,Assign a meaningful column name or document its purpose
1_col_names,WARNING,Reason for Ineligibility,Column 'Reason for Ineligibility' appears in SFY27_General_Not_Disadvantaged_appendix_i.csv but is not defined in the data dictionary standardized categories,Verify if this column should be included in standardized categories or if it should be documented
1_col_names,INFO,Project Name,"Data dictionary indicates 'Project Name' has 'No Information' for all three sources, but column is defined in standardized categories",Confirm whether this column should be populated or removed from standardized categories
1_col_names,INFO,Requested Amount,"Data dictionary indicates 'Requested Amount' has 'No Information' for all sources, but column is defined in standardized categories",Confirm whether this column should be populated or removed from standardized categories
1_col_names,INFO,Funding Amount,"Data dictionary indicates 'Funding Amount' has 'No Information' for fundable list, but this column is defined in standardized categories",Confirm whether this column should be populated for fundable projects or removed from standardized categories
1_col_names,INFO,Principal Forgiveness,"Data dictionary indicates 'Principal Forgiveness' has 'No Information' for fundable list, but column is defined in standardized categories",Confirm whether this column should be populated for fundable projects or removed from standardized categories
1_col_names,INFO,Community Served,Data dictionary defines 'Community Served' in standardized categories but maps to 'No Information' for Geographic Reference,Clarify whether this column should be populated from available data or if mapping is incorrect
2_types_nulls,ERROR,"Owner
Type",Column name contains embedded newline character; appears as 'Owner\nType' in raw data. This violates standard data formatting conventions.,Rename column to 'OwnerType' or 'Owner_Type' without embedded whitespace/newlines
2_types_nulls,ERROR,"Requested
Phase(s)",Column name contains embedded newline character; appears as 'Requested\nPhase(s)' in raw data. This violates standard data formatting conventions.,Rename column to 'RequestedPhases' or 'Requested_Phases' without embedded whitespace/newlines
2_types_nulls,ERROR,"Disadv
%",Column name contains embedded newline character; appears as 'Disadv\n%' in raw data. This violates standard data formatting conventions.,Rename column to 'Disadv_Pct' or 'Disadvantaged_Pct' without embedded whitespace/newlines
2_types_nulls,ERROR,"Green
Type",Column name contains embedded newline character; appears as 'Green\nType' in raw data. This violates standard data formatting conventions.,Rename column to 'GreenType' or 'Green_Type' without embedded whitespace/newlines
2_types_nulls,ERROR,"Related PIF
#'s",Column name contains embedded newline character and special characters; appears as 'Related PIF\n#'s' in raw data. This violates standard data formatting conventions.,Rename column to 'RelatedPIFNumbers' or 'Related_PIF_Numbers' without embedded whitespace/newlines
2_types_nulls,WARNING,PWS ID,"PWS ID has 1.2% NA rate in Comprehensive list (5 missing values) and 3.2% NA rate in Fundable list (1 missing value). Dictionary does not explicitly mark PWSID as required, but data quality is impacted.","Investigate missing PWS IDs (e.g., row 5 in both files shows Midland Co UD with <NA>). Determine if these are legitimately missing or if data can be populated."
2_types_nulls,WARNING,"Disadv
%","49.2% NA rate in Comprehensive list (212 missing values) and 19.4% NA rate in Fundable list (6 missing values). Dictionary states projects with 'Disadv %' value and not on Not Disadvantaged List are disadvantaged, but high NA rate limits applicability.",Clarify interpretation: are NA values in Disadv % equivalent to '0' (not disadvantaged) or should they be treated differently? Document handling convention.
