call_label,severity,field,issue,suggestion
1_col_names,ERROR,Project ID,Column 'Project ID' defined in data dictionary but not found in either data file. Dictionary states 'Project ID: No Information' but the mapping notes reference 'Project Number (DWXXXX)' which appears in both files as 'Project Number' and 'PROJECT NUMBER'.,Clarify whether 'Project ID' should map to 'Project Number'/'PROJECT NUMBER' or if this column is intentionally left blank/no information.
1_col_names,WARNING,Rank/Points,"Data dictionary references 'Rank/Points in Comprehensive List' for both Project Rank and Project Score, but Comprehensive file has separate 'Rank' and 'Points' columns while Fundable file has 'SCORING POINTS' only.",Verify that 'Rank' maps to Project Rank and 'Points'/'SCORING POINTS' maps to Project Score across both files.
1_col_names,WARNING,Geographic Reference,Dictionary states extraction from 'Applicant Name/County' but file column names differ: Comprehensive has 'Applicant Name' and 'County' as separate columns; Fundable has 'APPLICANT' and 'COUNTY'.,Confirm that 'County' (Comprehensive) and 'COUNTY' (Fundable) are being used for Geographic Reference as defined.
1_col_names,WARNING,Borrower,Dictionary states extraction from 'Applicant Name/County in Comprehensive List' but actual column is 'Applicant Name' only (not a combined field). Fundable file has 'APPLICANT'.,Clarify whether Borrower should use 'Applicant Name'/'APPLICANT' only or if County should be included.
1_col_names,WARNING,Project Name,Comprehensive file has 'Project Title' while Fundable file has 'PROJECT NAME'. Dictionary references 'Project Title/Number/ Population' which is a combined cell reference.,Verify mapping: 'Project Title' (Comprehensive) and 'PROJECT NAME' (Fundable) both map to the 'Project Name' standardized field.
1_col_names,WARNING,Population,Comprehensive file has 'Benefited Population' while dictionary references 'Project Title/Number/ Population' (combined cell). No direct 'Population' column name found.,Confirm that 'Benefited Population' in Comprehensive file maps to the Population standardized field.
1_col_names,WARNING,Funding Amount,"Dictionary states extraction from 'DWSRF TOTAL FUNDING in Fundable List' but Fundable file shows 'TOTAL FUNDING' and separate columns 'DWSRF BASE LOAN', 'DWSRF BASE PF', etc.",Clarify whether 'TOTAL FUNDING' is the correct source or if it should be a calculated sum of DWSRF funding components.
1_col_names,WARNING,Principal Forgiveness,"Dictionary specifies sum of multiple PF sub-columns ('DWSRF Base', 'BIL General', 'BIL LSL', and 'BIL PFAS/EC') but Fundable file shows these as separate columns: 'DWSRF BASE PF', 'BIL GENERAL PF', 'BIL LSL PF', and 'BIL PFAS/EC'.",Confirm that Principal Forgiveness calculation sums: DWSRF BASE PF + BIL GENERAL PF + BIL LSL PF + BIL PFAS/EC.
1_col_names,INFO,Disadvantaged,Comprehensive file has 'Disadvantaged' column while Fundable file has 'DAC COMMUNITY'. Dictionary maps this field from 'Project Details' in Comprehensive List but actual column name is simply 'Disadvantaged'.,Verify that 'Disadvantaged' (Comprehensive) and 'DAC COMMUNITY' (Fundable) are both being evaluated for the standardized 'Disadvantaged' field.
1_col_names,INFO,Project Type,Comprehensive file has 'Project Type' column and separate 'PFAS/EC' and 'LSL' columns. Dictionary defines complex logic using multiple column references.,"Ensure Project Type extraction logic correctly evaluates 'Project Type', 'PFAS/EC', 'LSL' columns per the detailed rules in the dictionary."
1_col_names,WARNING,Project Cost,"Comprehensive file shows two 'Total Cost ($)' columns (at positions 20 and 34) plus 'Green Cost ($)'. Dictionary specifies only Total Cost should be captured, not Green Cost.",Use 'Total Cost ($)' column (verify which instance: position 20 or 34 is the correct primary source) and exclude 'Green Cost ($)'.
1_col_names,WARNING,Requested Amount,Comprehensive file has both 'MDE Funding Requested ($)' and 'MDE Requested Funding ($)' (appears twice with slightly different naming). Dictionary specifies 'use just the top/first value'.,Clarify which column instance should be used: 'MDE Funding Requested ($)' or 'MDE Requested Funding ($)' and confirm it's the first occurrence.
1_col_names,INFO,Project Description,Both files contain 'Problem Description' and 'Project Description'. Dictionary specifies 'Project Description in Comprehensive List'.,Confirm that 'Project Description' (not 'Problem Description') is the correct source in Comprehensive file.
2_types_nulls,ERROR,Total Cost ($)...20,Column is character type but contains currency values that should be numeric. Dictionary specifies 'Project Cost' should be extracted from 'Total Cost' and should be numeric for financial calculations.,"Convert to numeric by removing '$' and ',' characters"
2_types_nulls,ERROR,Green Cost ($),Column is character type but contains currency values. Should be numeric for consistency with other cost fields.,"Convert to numeric by removing '$' and ',' characters"
2_types_nulls,ERROR,MDE Funding Requested ($),Column is character type but contains currency values. Should be numeric for consistency with other cost fields.,"Convert to numeric by removing '$' and ',' characters"
2_types_nulls,ERROR,Total Cost ($)...34,Duplicate numeric version of Total Cost exists alongside character version. This creates redundancy and potential for inconsistency.,Use only the numeric version (Total Cost ($)...34) and remove the character version (Total Cost ($)...20)
2_types_nulls,ERROR,Start Date,"Column is character type but contains dates. Should be date type (e.g., Date or datetime in R). Currently 4.4% NA rate may indicate missing or invalid dates.",Convert to date type using appropriate date parsing function
2_types_nulls,ERROR,End Date,Column is character type but contains dates. Should be date type. Currently 4.4% NA rate may indicate missing or invalid dates.,Convert to date type using appropriate date parsing function
2_types_nulls,ERROR,Design Date,Column is character type but contains dates. Should be date type. Has 21.1% NA rate which is significant.,Convert to date type using appropriate date parsing function
2_types_nulls,WARNING,Disadvantaged,Column is numeric (0/1) but dictionary specifies should be character ('Yes'/'No'). Inconsistent with standardized format for categorical data.,Convert to character with values 'Yes'/'No' to match dictionary specification
2_types_nulls,WARNING,Special Flag,"Has 52.2% NA rate. Dictionary does not specify this field, but high NA rate suggests either optional field or data quality issue.",Verify with data provider whether 52.2% NA is expected or indicates missing data quality issue
2_types_nulls,WARNING,Green Type,Has 94.4% NA rate and only 3 distinct values. Extremely sparse data suggests this field may not be reliably populated.,Verify whether this field should be included or if it represents incomplete data collection
2_types_nulls,WARNING,Compliance,Has 81.1% NA rate and only 1 distinct value (Y). Field is almost entirely missing data.,Verify whether this field should be included in analysis or if it represents incomplete data collection
2_types_nulls,WARNING,PFAS/EC,Has 82.2% NA rate but dictionary uses this to identify project types. Critical field for project classification is mostly missing.,Cross-validate with 'Special Flag' column and Project Title/Description to populate missing values
2_types_nulls,WARNING,LSL,Has 70.0% NA rate but dictionary uses this to identify lead projects. Critical field for project classification is mostly missing.,Cross-validate with 'Special Flag' column and Project Title/Description to populate missing values
2_types_nulls,WARNING,Leg District,Has 1.1% NA rate (1 row). Minor missing data in an otherwise complete field.,Investigate and fill the single missing Leg District value if possible
2_types_nulls,WARNING,PWSID,Has 3.3% NA rate (3 rows). Dictionary specifies PWSID is a required unique identifier extracted from Project Title/Number/Population.,Verify whether the 3 rows without PWSID can be matched to source documents to populate this required field
2_types_nulls,WARNING,Project ID,Dictionary specifies 'Project ID: No Information' - this field is not being populated at all in the data file.,Clarify with data provider whether Project ID should be populated or can remain as 'No Information' for all records
2_types_nulls,WARNING,Audit,Has 48.9% NA rate and only 1 distinct value (Y). Field is mostly missing with minimal variation.,Verify whether this field should be included in the dataset or represents incomplete data
2_types_nulls,WARNING,Plan,Has 56.7% NA rate and only 1 distinct value (Y). Field is mostly missing with minimal variation.,Verify whether this field should be included in the dataset or represents incomplete data
2_types_nulls,INFO,Benefited Population,"Range [0, 1600000] includes 0 values. Dictionary specifies 'Population: No Information for projects with Ben.Pop = ?' but does not address 0 values.",Verify whether 0 population values should be converted to 'No Information' or represent actual zero-population projects
2_types_nulls,ERROR,Fundable_List: TOTAL FUNDING,Column is character type containing currency values. Should be numeric for financial calculations and aggregation.,"Convert to numeric by removing '$' and ',' characters"
2_types_nulls,ERROR,Fundable_List: DWSRF BASE LOAN,Column is character type containing currency values. Should be numeric. Has 71.2% NA rate.,"Convert to numeric by removing '$' and ',' characters"
2_types_nulls,ERROR,Fundable_List: DWSRF BASE PF,Column is character type containing currency values. Should be numeric. Has 88.5% NA rate.,"Convert to numeric by removing '$' and ',' characters"
2_types_nulls,ERROR,Fundable_List: BIL GENERAL LOAN,Column is character type containing currency values. Should be numeric. Has 78.8% NA rate.,"Convert to numeric by removing '$' and ',' characters"
2_types_nulls,ERROR,Fundable_List: BIL GENERAL PF,Column is character type containing currency values. Should be numeric. Has 69.2% NA rate.,"Convert to numeric by removing '$' and ',' characters"
2_types_nulls,ERROR,Fundable_List: BIL PFAS/EC,Column is character type containing currency values. Should be numeric. Has 90.4% NA rate.,"Convert to numeric by removing '$' and ',' characters"
2_types_nulls,ERROR,Fundable_List: BIL LSL LOAN,Column is character type containing currency values. Should be numeric. Has 53.8% NA rate.,"Convert to numeric by removing '$' and ',' characters"
2_types_nulls,ERROR,Fundable_List: BIL LSL PF,Column is character type containing currency values. Should be numeric. Has 53.8% NA rate.,"Convert to numeric by removing '$' and ',' characters"
2_types_nulls,ERROR,Fundable_List: CONST. START,Column is character type containing dates. Should be date type. Has 3.8% NA rate.,Convert to date type using appropriate date parsing function
2_types_nulls,WARNING,Fundable_List: COMMENTS,Has 67.3% NA rate. Field is mostly missing with only 6 distinct values.,Verify whether this field should be included or represents incomplete data
2_types_nulls,ERROR,Cross-file: Project linking,"Dictionary notes Project Number (DWXXXX) should be used to link Comprehensive List and Fundable List. Fundable List has 52 projects but Comprehensive List has 90, with no direct match mechanism documented.",Verify that all 52 Fundable List projects exist in Comprehensive List and confirm matching logic for projects appearing in both files
2_types_nulls,WARNING,PFA,"Column contains mixed data types: 'Y' (character) and numeric values (2, 3, 5). Values are inconsistent and unclear.",Clarify the meaning of numeric values and standardize all values to consistent format
2_types_nulls,WARNING,W/S,Column abbreviation meaning is unclear. Contains only Y/N values but purpose is not documented in the data dictionary.,Add documentation for what W/S represents and verify Y/N are the only valid values
3_script_logic,ERROR,borrower,"The borrower extraction logic removes text BEFORE the first comma (str_remove(borrower, '^[^,]+,\s*')), keeping only the part after the comma. The data dictionary says borrower should be extracted from 'Applicant Name/County', which typically means keeping the applicant name itself (the part before the county/comma). This inverts the intended extraction, likely discarding the actual borrower name and keeping the county or suffix instead.","Extract the portion before the first comma: stringr::str_remove(borrower, ',.*$') to keep the applicant name rather than the county portion."
3_script_logic,ERROR,expecting_funding,"The data dictionary states 'No Information' should be used when projects on the Fundable List do not have $ amounts under DWSRF TOTAL FUNDING. The script sets expecting_funding = 'No Information' only when total_funding == '0', but a value of '0' after clean_numeric_string may actually represent a missing/dash entry rather than a true zero. Additionally, the dictionary implies 'No Information' applies to blank/absent funding values, not zero values, so using '0' as the trigger conflates true zero funding with missing data.","Set expecting_funding = 'No Information' when total_funding is NA or empty/blank after cleaning, and reserve 'Yes' for projects with a genuine positive dollar amount. Check what clean_numeric_string returns for missing/dash entries versus true zeros."
3_script_logic,ERROR,population,"The data dictionary specifies 'No Information for projects with Ben.Pop= ?'. The author note states Claude scraped 'Ben.Pop= ?' as 0, so the script checks for '0'. However, this risks converting legitimate populations of 0 (or genuine zero values) to 'No Information'. The check should be more specific to distinguish scraped placeholder zeros from real zero populations.","Verify with the scraping output whether '0' exclusively represents 'Ben.Pop= ?' cases. If not, use a more targeted flag or re-scrape to preserve the original '?' string to allow accurate filtering."
