call_label,severity,field,issue,suggestion
1_col_names,ERROR,pa-y0-comp-ppl.csv,Column 'Applicant Name' does not match expected 'APPLICANT NAME' (case mismatch),Standardize to 'APPLICANT NAME' or update dictionary
1_col_names,ERROR,pa-y0-comp-ppl.csv,Column 'Project Description' does not match expected 'PROJ. DESCRIPTION' (naming/abbreviation mismatch),Standardize to 'PROJ. DESCRIPTION' or update dictionary
1_col_names,ERROR,pa-y0-comp-ppl.csv,Column 'Problem Description' does not match expected 'PROB. DESCRIPTION' (naming/abbreviation mismatch),Standardize to 'PROB. DESCRIPTION' or update dictionary
1_col_names,ERROR,pa-y0-comp-ppl.csv,Column 'DEP Project Ranking' does not match expected 'PROJRANK' (naming mismatch),Standardize to 'PROJRANK' or update dictionary
1_col_names,ERROR,pa-y0-comp-ppl.csv,Column 'PV Rating' does not match expected 'PV RATING' (spacing mismatch),Standardize to 'PV RATING' with space
1_col_names,WARNING,pa-y0-comp-ppl.csv,"Unexpected columns present: 'Street Address', 'Region', 'Funding Source', 'MTGDATE', 'Green Project', 'Business Case', 'Green Category', 'Green Amount' not defined in data dictionary",Document these columns in data dictionary or remove if not needed
1_col_names,ERROR,pa-y0-fund-ppl.csv,Column 'Loan #' does not match expected 'Loan #' format - appears correct but verify exact name,Confirm exact column name matches source documentation
1_col_names,ERROR,pa-y0-fund-ppl.csv,Column 'Total Assistance Amount' does not match expected 'Total Assistance Amount' - verify capitalization and spacing match dictionary requirement,Standardize capitalization across both files
1_col_names,ERROR,pa-y0-fund-ppl.csv,Column 'PPL Rank DEP' does not match expected column name structure in dictionary,Clarify if this maps to 'PROJRANK' or 'Project Rank'
1_col_names,WARNING,pa-y0-fund-ppl.csv,"Unexpected columns present: 'Single Audit Required', 'Equivalency Project', 'Green...3', 'Loan', 'Green...9', 'Small System', 'PPL Rank DEP' not defined in data dictionary",Document these columns in data dictionary or remove if not needed
1_col_names,WARNING,pa-y0-fund-ppl.csv,Column names 'Green...3' and 'Green...9' appear to be truncated or placeholder names,"Provide full, descriptive column names"
1_col_names,ERROR,pa-y0-comp-ppl.csv,Missing expected column 'CITY' (present as 'City' - case mismatch),Standardize to uppercase 'CITY'
1_col_names,ERROR,pa-y0-comp-ppl.csv,Missing expected column 'COUNTY' (present as 'County' - case mismatch),Standardize to uppercase 'COUNTY'
2_types_nulls,ERROR,Project Cost,"Column is stored as character type but dictionary expects numeric values. Values like '$1,867,000' contain currency symbols and commas that prevent numeric operations.","Convert to numeric by removing '$' and ',' characters, then cast to numeric type."
2_types_nulls,ERROR,Green Amount,"Column is stored as character type but dictionary expects numeric values. Values like '$1,758,420' contain currency symbols and commas that prevent numeric operations.","Convert to numeric by removing '$' and ',' characters, then cast to numeric type."
2_types_nulls,ERROR,MTGDATE,Column contains '-' values which appear to represent missing data. These should be properly coded as NA/NULL rather than string placeholders.,Replace '-' values with NA to properly represent missing data.
2_types_nulls,WARNING,Project Type,"Dictionary specifies that Project Type should be categorized as 'Lead', 'Emerging Contaminants', or 'General', but observed values include codes like 'DS/LSL', 'TREAT', 'DS, PS, WS', 'TREAT, WS', and 'PS' which do not match the standardized categories.",Map source codes to standardized categories: DS/LSL and similar codes containing 'LSL' or 'lead' should map to 'Lead'; codes with EC/emerging contaminant indicators should map to 'Emerging Contaminants'; remaining codes should map to 'General'.
2_types_nulls,WARNING,PWSID,"Dictionary specifies PWSID should have 'PA' prepended (e.g., 'PA5040006'), but observed values are numeric without the 'PA' prefix.",Prepend 'PA' to all PWSID values and convert to character type to match dictionary specification.
2_types_nulls,WARNING,Disadvantaged,"Dictionary includes 'Disadvantaged' as a standardized category, but this column is not present in the data file. Dictionary states 'No Information' for this field.",Create 'Disadvantaged' column with 'No Information' values for all rows to align with dictionary.
2_types_nulls,WARNING,Requested Amount,"Dictionary includes 'Requested Amount' as a standardized category, but this column is not present in the data file. Dictionary states 'No Information' for this field.",Create 'Requested Amount' column with 'No Information' values or NA for all rows to align with dictionary.
2_types_nulls,WARNING,Project ID,"Dictionary specifies Project ID should be extracted from 'Loan #' from Fundable List, but no such column exists in pa-y0-comp-ppl.csv. Only pa-y0-fund-ppl.csv contains Loan # data.",Merge Loan # from pa-y0-fund-ppl.csv into pa-y0-comp-ppl.csv to populate Project ID. Projects not on Fundable List should have 'No Information' for Project ID.
2_types_nulls,WARNING,Funding Amount,"Dictionary specifies 'Funding Amount' should come from 'Total Assistance Amount' from Fundable List, but this column is not present in pa-y0-comp-ppl.csv.",Merge 'Total Assistance Amount' from pa-y0-fund-ppl.csv into pa-y0-comp-ppl.csv. Projects not on Fundable List should have NA for Funding Amount.
2_types_nulls,WARNING,Principal Forgiveness,"Dictionary specifies 'Principal Forgiveness' should come from Fundable List, but this column is not present in pa-y0-comp-ppl.csv.",Merge 'Principal Forgiveness' from pa-y0-fund-ppl.csv into pa-y0-comp-ppl.csv. Projects not on Fundable List should have NA.
2_types_nulls,WARNING,Expecting Funding?,"Dictionary requires this column based on whether projects appear on Fundable List, but it is not present in data files.","Create 'Expecting Funding?' column: 'Yes' for projects in pa-y0-fund-ppl.csv, 'No' for projects only in pa-y0-comp-ppl.csv (excluding any reserved future project entry). Exclude any final 'project' in Chart 1 with reserved funding as per dictionary note."
2_types_nulls,INFO,Project Rank,Column contains numeric ranks 1-25 which appear to be sequential position ranks rather than the 'PROJRANK' values referenced in dictionary from source document.,Verify that these values correspond to 'PROJRANK' from SFY21 Comprehensive List and are correctly extracted from source.
2_types_nulls,INFO,Funding Source,"Dictionary notes that in Years 1-3, projects with 'DWSRF' or 'APPLICATION PENDING' Fund Source were classified as expecting funding, but this may not apply for Year 0 per the SFY22 IUP guidance.",Ensure 'Expecting Funding?' column uses only Fundable List membership (not Funding Source values) as primary determination for Year 0.
3_script_logic,ERROR,project_score,"The script computes project_score from 'dep_project_ranking' column, but the data dictionary states Project Score should come from 'PV RATING' from the Comprehensive List (SFY21). The column 'pv_rating' is dropped via select(-c(..., pv_rating, dep_project_ranking, ...)) without being used for project_score.",Map project_score from pv_rating instead of dep_project_ranking. Remove pv_rating from the drop list and use it for project_score.
3_script_logic,ERROR,state_fiscal_year,"The script hardcodes state_fiscal_year as '2022', but the data dictionary references SFY2021 documents (SFY21 IUP, SFY21 Comprehensive List, SFY21 Fundable List). The correct fiscal year should be 2021.",Change state_fiscal_year to '2021' to match the SFY2021 source documents described in the data dictionary.
3_script_logic,ERROR,project_id,"The dictionary states Project ID should be 'Loan #' from the Fundable List, and 'No information' for projects only on the Comprehensive List. The merge is done by matching pa_fund's 'project_name' to pa_comp's 'borrower', meaning any project on the Comprehensive List that does not match will get NA for loan_number and thus NA for project_id. However, the merge is all=T which could also bring in Fundable List rows that don't match any Comprehensive List row, potentially creating orphan rows with no comp list data. The match key (borrower vs project_name) is fragile and may silently mis-assign or drop loan numbers.",Verify the merge key is reliable. Consider merging on a more stable identifier or adding a post-merge check to ensure Fundable List projects are correctly joined. Log unmatched records on both sides.
3_script_logic,ERROR,expecting_funding,"The data dictionary note says PA may include a final placeholder 'project' in Chart 1 (Fundable List) with an assistance amount reserved for future projects identified by PENNVEST and DEP, and that this project should be excluded. The script does not filter out this placeholder record before setting expecting_funding='Yes' for all Fundable List rows.","Add a filter step on pa_fund to remove the placeholder/future-reserve project before merging (e.g., filter out rows where project_name matches a known placeholder pattern or where loan_number is missing/null)."
3_script_logic,WARNING,project_type,"The EC keyword matching uses 'grepl(ec_str, project_description)' which is case-sensitive by default. The data dictionary lists mixed-case keywords (e.g., 'Perfluoro-n-pentanoic acid', 'Unregulated Contaminant Monitoring Rule'). If ec_str does not account for case, some EC projects may be misclassified as General.","Use grepl(ec_str, project_description, ignore.case=TRUE) or ensure ec_str contains case-insensitive regex patterns."
