call_label,severity,field,issue,suggestion
1_col_names,ERROR,pa-y1-fundable-project-id.csv,Column 'Loan #' does not match expected standardized name 'Project ID',Rename 'Loan #' to 'Project ID' or create mapping documentation
1_col_names,ERROR,pa-y1-fundable-project-id.csv,Column 'Total Assistance Amount' does not match expected standardized name 'Funding Amount',Rename 'Total Assistance Amount' to 'Funding Amount'
1_col_names,ERROR,pa-y1-fundable-project-id.csv,Column 'PPL Rank (DEP)' does not match expected standardized name 'Project Rank',Rename 'PPL Rank (DEP)' to 'Project Rank'
1_col_names,WARNING,pa-y1-fundable-project-id.csv,"Unexpected columns present: 'Single Audit Required', 'Equivalency Project', 'Categorical Green or Business Case Green', 'Loan', 'Green', 'Small System', 'List'",Verify these columns are documented in data dictionary or remove if extraneous
1_col_names,ERROR,pa-y1-fundable-project-id.csv,Expected column 'Borrower' is missing,Add 'Borrower' column to file
1_col_names,ERROR,pa-y1-fundable-project-id.csv,Expected column 'Project Description' is missing,Add 'Project Description' column to file
1_col_names,ERROR,pa-y1-fundable-project-id.csv,Expected column 'Expecting Funding?' is missing,Add 'Expecting Funding?' column to file
1_col_names,ERROR,pa-y1-fundable-project-id.csv,Expected column 'Geographic Reference' is missing,Add 'Geographic Reference' column to file
1_col_names,ERROR,pa-ppl-project-id.csv,Column 'DEP PROJECT RATING' does not match expected standardized name 'Project Score' (should be 'PV RATING' per data dictionary),Use 'PV RATING' column instead or clarify mapping
1_col_names,ERROR,pa-ppl-project-id.csv,Column 'APPLICANT' does not match expected standardized name 'Borrower',Rename 'APPLICANT' to 'Borrower' or create mapping
1_col_names,WARNING,pa-ppl-project-id.csv,"Unexpected columns present: 'GREEN CATEGORY', 'GREEN PROJECT', 'BUSINESS CASE', 'GREEN AMOUNT', 'STREET ADDRESS', 'MTGDATE', 'REGION'",Verify these columns are documented in data dictionary or remove if extraneous
1_col_names,ERROR,pa-ppl-project-id.csv,Expected column 'Requested Amount' is missing,Add 'Requested Amount' column to file
1_col_names,ERROR,pa-ppl-project-id.csv,Expected column 'Funding Amount' is missing,Add 'Funding Amount' column to file
1_col_names,ERROR,pa-ppl-project-id.csv,Expected column 'Principal Forgiveness' is missing,Add 'Principal Forgiveness' column to file
1_col_names,ERROR,pa-ppl-project-id.csv,Expected column 'Expecting Funding?' is missing,Add 'Expecting Funding?' column to file
1_col_names,ERROR,pa-ppl-project-id.csv,Expected column 'Project ID' is missing,Add 'Project ID' column to file
2_types_nulls,ERROR,pa-y1-fundable-project-id.csv: Loan,"Column contains formatted currency strings (e.g., '14,595,231') and '-' values, but should be numeric according to dictionary definition of 'Funding Amount'. Data type is character instead of numeric. Also 7.0% NA rate with '-' values suggests missing data encoding.",Convert to numeric type. Replace '-' with NA. Remove comma formatting from currency values.
2_types_nulls,ERROR,pa-y1-fundable-project-id.csv: Principal Forgiveness,"Column contains formatted currency strings (e.g., '5,404,769') and '-' values, but should be numeric. Data type is character instead of numeric.",Convert to numeric type. Replace '-' with NA. Remove comma formatting from currency values.
2_types_nulls,ERROR,pa-y1-fundable-project-id.csv: Green,"Column labeled 'Green' contains mixed data types: numeric values (e.g., '100,000', '313,575') and categorical values ('No'). This appears to be 'GREEN AMOUNT' based on dictionary, but is formatted inconsistently. 39.5% NA rate is high.","Clarify column purpose. If GREEN AMOUNT, convert all to numeric and remove commas. If categorical, standardize to 'Yes'/'No' or currency values only."
2_types_nulls,ERROR,pa-y1-fundable-project-id.csv: Small System,"Column contains inconsistent case variations ('yes', 'Yes', 'no', 'No'). Should be standardized to single case format.","Standardize all values to lowercase ('yes', 'no') or uppercase ('Yes', 'No')."
