call_label,severity,field,issue,suggestion
1_col_names,WARNING,Project ID,"Data dictionary defines 'Project ID' as a standardized category, but this column is not present in any of the three data files. Dictionary notes value as 'No Information'.",Confirm whether Project ID should be included in the files or if 'No Information' status is intentional for this dataset.
1_col_names,WARNING,Project Name,"Data dictionary defines 'Project Name' as a standardized category, but this column is not present in any of the three data files. Dictionary notes value as 'No Information'.",Confirm whether Project Name should be included in the files or if 'No Information' status is intentional for this dataset.
1_col_names,WARNING,Project Type,"Data dictionary defines 'Project Type' as a standardized category with rules for categorizing projects as 'Lead', 'Emerging Contaminants', or 'General', but this column is not present in any of the three data files.","Add a 'Project Type' column to the data files, or confirm that type categorization will be derived programmatically from other fields like Project Description and source file."
1_col_names,WARNING,Requested Amount,"Data dictionary defines 'Requested Amount' as a standardized category, but this column is not present in any of the three data files. Dictionary notes value as 'No Information'.",Confirm whether Requested Amount should be included in the files or if 'No Information' status is intentional for this dataset.
1_col_names,WARNING,Funding Amount,"Data dictionary defines 'Funding Amount' as a standardized category, but this column is not present in any of the three data files. Dictionary notes value as 'No Information'.",Confirm whether Funding Amount should be included in the files or if 'No Information' status is intentional for this dataset.
1_col_names,WARNING,Principal Forgiveness,"Data dictionary defines 'Principal Forgiveness' as a standardized category, but this column is not present as a single field. The files contain related columns: 'Estimated Amount for Disadvantaged Communities Principal Forgiveness ($)' and 'Estimated Amount for Small Systems Principal Forgiveness ($)'.",Clarify whether 'Principal Forgiveness' should be a single aggregated column or if the existing disaggregated columns are the intended representation.
1_col_names,WARNING,Disadvantaged,"Data dictionary defines 'Disadvantaged' as a standardized category with Yes/No values, but this column is not present in the files. The files contain 'ATPI' which is used to determine disadvantaged status per the data standardization rules.","Add a 'Disadvantaged' column to the data files with Yes/No values derived from ATPI thresholds (≤50 = Yes, >50 = No), or confirm that ATPI will be used for programmatic determination."
1_col_names,INFO,Expecting Funding?,"Data dictionary defines 'Expecting Funding?' as a standardized category, but this column is not present in the files. Dictionary notes rules based on Rank Order position relative to ranking line (Rank ≤14 = Yes, Rank >14 = No).","Add an 'Expecting Funding?' column to the data files, or confirm this will be derived programmatically from Rank Order values."
1_col_names,INFO,Priority Points+,"Data files contain 'Priority Points+' column, but data dictionary references 'Project Score' as the standardized category. The '+' symbol appears to be a data artifact in the source files.","Standardize the column name to 'Project Score' to match the data dictionary, or clarify the meaning of the '+' symbol."
1_col_names,INFO,Estimated Amount for Green Project Subsidy ($),This column appears in TN_SFY26_base_PPL_unranked.csv and TN_SFY26_base_PPL.csv but is not referenced in the data dictionary's standardized categories.,Clarify whether this is a standard category that should be documented in the data dictionary or if it is supplementary metadata.
1_col_names,INFO,Anticipated Interest Rate (%),This column appears in TN_SFY26_base_PPL_unranked.csv and TN_SFY26_base_PPL.csv but is not referenced in the data dictionary's standardized categories.,Clarify whether this is a standard category that should be documented in the data dictionary or if it is supplementary metadata.
1_col_names,INFO,Expected Term (Years),This column appears in all three files but is not referenced in the data dictionary's standardized categories.,Clarify whether this is a standard category that should be documented in the data dictionary or if it is supplementary metadata.
1_col_names,INFO,Expected Loan Award Date (mm/yy),This column appears in all three files but is not referenced in the data dictionary's standardized categories.,Clarify whether this is a standard category that should be documented in the data dictionary or if it is supplementary metadata.
1_col_names,INFO,Proposed Construction Start,This column appears in all three files but is not referenced in the data dictionary's standardized categories.,Clarify whether this is a standard category that should be documented in the data dictionary or if it is supplementary metadata.
1_col_names,INFO,Proposed Construction Completion,This column appears in all three files but is not referenced in the data dictionary's standardized categories.,Clarify whether this is a standard category that should be documented in the data dictionary or if it is supplementary metadata.
