call_label,severity,field,issue,suggestion
1_col_names,ERROR,wi-sfy24-lsl-fundable-list.csv,Column name mismatch: 'Total RequestedCosts inApplication' has inconsistent spacing; should be 'Total Requested Costs in Application',Rename to 'Total Requested Costs in Application' for consistency with data dictionary reference 'Total Requested Costs in Application'
1_col_names,WARNING,wi-sfy24-lsl-fundable-list.csv,Column name 'LSLPriorityScore3' contains a numeric suffix; data dictionary references 'LSL Priority Score',Rename to 'LSL Priority Score' to match data dictionary naming convention
1_col_names,WARNING,wi-sfy24-ec-fundable-list.csv,Column name 'BIL-EC PFEstimate' has inconsistent spacing; should be 'BIL-EC PF Estimate',Rename to 'BIL-EC PF Estimate' for consistency
1_col_names,WARNING,wi-sfy24-comp-funding-list.csv,Column name 'BIL-EC and BIL-6LSL PF Estimate' contains unclear formatting with mixed suffixes and spacing,Clarify column naming; consider splitting or standardizing to 'BIL-EC PF Estimate' and 'BIL-LSL PF Estimate' separately
1_col_names,INFO,wi-sfy24-comp-funding-list.csv,"Multiple columns have numeric suffixes embedded in names (PriorityScore, FinancialNeed3Points, Project4Points, Subsidized5Loan Rate); data dictionary references these without suffixes","Standardize column names by removing numeric suffixes: 'Priority Score', 'Financial Need Points', 'Project Points', 'Subsidized Loan Rate'"
1_col_names,INFO,wi-sfy24-comp-list.csv,Column 'SelfScore1' has a numeric suffix; data dictionary references 'SELF Score',Rename to 'SELF Score' to match data dictionary
1_col_names,WARNING,all files,"Inconsistent spacing in compound column names across files (e.g., 'ProjectNumber' vs 'Project Number', 'ProjectDescription' vs 'Project Description')",Standardize to use spaces in multi-word column names across all files for consistency
1_col_names,INFO,wi-sfy24-lsl-fundable-list.csv,"Column names contain ellipsis notation ('Remaining Costs Total PF Points...14', 'Remaining Costs Total PF Points...15') indicating potential duplicate or unclear column references",Clarify the purpose of duplicate 'Remaining Costs Total PF Points' columns and provide meaningful differentiation
2_types_nulls,ERROR,Estimated Project Cost (wi-sfy24-not-fundable-list.csv),Column is character type but should be numeric according to data dictionary definition. Values contain currency formatting ($) that must be parsed.,"Convert to numeric by removing '$' and ',' characters, then cast to numeric type"
2_types_nulls,ERROR,Total RequestedCosts inApplication (wi-sfy24-lsl-fundable-list.csv),Column is character type but should be numeric. Values contain currency formatting that requires parsing.,"Convert to numeric by removing '$' and ',' characters"
2_types_nulls,ERROR,Estimated LoanAmount (wi-sfy24-lsl-fundable-list.csv),Column is character type but should be numeric. Contains '$-' values which are unclear (missing or zero?).,"Convert to numeric, clarify whether '$-' represents 0, NULL, or missing value"
2_types_nulls,ERROR,Requested Private Side Project Costs (wi-sfy24-lsl-fundable-list.csv),Column is character type but should be numeric. Values contain currency formatting.,"Convert to numeric by removing '$' and ',' characters"
2_types_nulls,ERROR,Remaining Costs Total PF Points...14 (wi-sfy24-lsl-fundable-list.csv),"Column is character type but should be numeric. Contains malformed values with irregular spacing (e.g., '$      1 ,357,917') and '$-'.",Clean whitespace and convert to numeric; clarify '$-' representation
2_types_nulls,ERROR,Remaining Costs PF Estimate (wi-sfy24-lsl-fundable-list.csv),Column is character type but should be numeric. Contains malformed currency values with irregular spacing and '$-'.,"Clean whitespace and currency formatting, then convert to numeric"
2_types_nulls,WARNING,General PF Estimate (wi-sfy24-lsl-fundable-list.csv),70.7% NA rate violates expected completeness. Dictionary does not specify this field as optional for LSL Fundable List.,Verify if this is expected missingness or data collection error; document rationale for high NA rate
2_types_nulls,ERROR,Municipality (wi-sfy24-lsl-fundable-list.csv),"Values contain unexplained numeric suffixes (e.g., 'GREEN BAY, CITY OF1', 'EDGERTON, CITY OF1') that are inconsistent with standardized geographic reference format.",Remove numeric suffixes or document their meaning (footnote references?)
2_types_nulls,ERROR,RequestedProject Costs (wi-sfy24-ec-fundable-list.csv),Column is numeric but contains very large values (1.7M-26M) without clear currency context. Verify if values are in dollars.,Confirm currency unit; consider formatting consistency with other cost columns across files
2_types_nulls,ERROR,Estimated LoanAmount (wi-sfy24-ec-fundable-list.csv),Column is character type but should be numeric. Values contain currency formatting.,"Convert to numeric by removing '$' and ',' characters"
