call_label,severity,field,issue,suggestion
1_col_names,WARNING,Geographic Reference,Column not found in either data file. Data dictionary indicates 'No information' but column should be present for completeness.,Add Geographic Reference column or confirm intentional omission
1_col_names,WARNING,PWSID,Column not found in either data file. Data dictionary indicates 'No information' but column should be present for completeness.,Add PWSID column or confirm intentional omission
1_col_names,WARNING,Project Name,Column missing from ms-sfy27-base-gen-supp-fundable-list.csv. Data dictionary defines this as a standardized category.,Add Project Name column to fundable list file or use Project Title as equivalent
1_col_names,WARNING,Project Cost,Column not found in either data file. Data dictionary indicates 'No information' but column should be present for completeness.,Add Project Cost column or confirm intentional omission
1_col_names,WARNING,Funding Amount,Column not found in either data file. Data dictionary indicates 'No information' but column should be present for completeness.,Add Funding Amount column or confirm intentional omission
1_col_names,WARNING,Principal Forgiveness,Column not found in either data file. Data dictionary indicates 'No information' but column should be present for completeness.,Add Principal Forgiveness column or confirm intentional omission
1_col_names,WARNING,Population,Column not found in either data file. Data dictionary indicates 'No Information' but column should be present for completeness.,Add Population column or confirm intentional omission
1_col_names,WARNING,Project Rank,Column not found in either data file. Data dictionary indicates 'No Information' but column should be present for completeness.,Add Project Rank column or confirm intentional omission
1_col_names,WARNING,Expecting Funding?,Column not found in either data file. This is a key standardized category defined in the data dictionary.,"Add Expecting Funding? column with values derived from list membership (Yes for fundable list, No for planning list)"
1_col_names,INFO,Zip Code,Column found in both files but not defined in standardized categories. Spacing differs from typical conventions.,Define how Zip Code relates to Geographic Reference or confirm as supplementary field
2_types_nulls,ERROR,Loan Funds Requested,Column is character type but should be numeric according to data dictionary (Requested Amount should be a monetary value). Currency formatting with $ and commas prevents numeric operations.,"Convert to numeric type by removing $ and commas, or parse as currency/numeric data type"
2_types_nulls,ERROR,Loan Funds,Column is character type but should be numeric according to data dictionary (Requested Amount should be a monetary value). Currency formatting with $ and commas prevents numeric operations.,"Convert to numeric type by removing $ and commas, or parse as currency/numeric data type"
2_types_nulls,WARNING,Project Name,"3.4% NA rate (1 of 29 rows) in planning-list.csv. Dictionary specifies 'No information' for Project Name but does not explicitly allow nulls. The fundable-list uses 'Project Title' (0% NA) while planning-list uses 'Project Name' (3.4% NA), creating inconsistency in data completeness.",Either populate missing Project Name values or confirm that nulls are acceptable for planning-list records
2_types_nulls,INFO,Zip Code,"Column name uses escaped newline character ('Zip\nCode') in actual data structure, which is non-standard and may cause parsing issues in downstream systems.",Rename column to 'Zip_Code' or 'ZipCode' without special characters
2_types_nulls,INFO,Priority Points,"Column name uses escaped newline character ('Priority\nPoints') in actual data structure, which is non-standard and may cause parsing issues in downstream systems.",Rename column to 'Priority_Points' or 'PriorityPoints' without special characters
2_types_nulls,INFO,DC,Dictionary specifies standardized field 'Disadvantaged' but source data uses abbreviation 'DC'. The mapping is clear but terminology is not standardized.,Rename column to 'Disadvantaged' for consistency with data dictionary terminology
2_types_nulls,WARNING,Project,"Column combines PWSID/Project ID with borrower name (e.g., '04700071 - Town of Byhalia'). Dictionary treats these as separate standardized categories but source data merges them.",Split 'Project' column into separate 'Project_ID' (numeric prefix) and 'Borrower' (name suffix) columns to align with data dictionary structure
2_types_nulls,INFO,Project Title vs Project Name,Fundable-list uses 'Project Title' while Planning-list uses 'Project Name'. Dictionary standardizes to 'Project Description' but source uses different column names between files.,Standardize column naming across both files; rename both to match dictionary term 'Project_Description'
3_script_logic,ERROR,project_type,"The project_type classification uses 'project_title' column, but rows from the planning list have their project description stored in 'project_name' (not 'project_title'). After the bind_rows merge, planning list rows will have NA in 'project_title', causing all planning list projects to default to 'General' regardless of their actual content.","Use the merged 'project_description' column (already standardized from both lists) for the grepl checks in project_type case_when, or coalesce project_title and project_name before the type classification."
3_script_logic,ERROR,borrower,"Borrower is extracted using str_split_i(project, '-', 2), which takes only the second segment after splitting on '-'. If the borrower name contains hyphens (e.g., 'Mid-South Water'), only the portion between the first and second hyphen will be captured, truncating the borrower name.","Consider splitting only on the first hyphen and taking everything after it, e.g., using sub('^[^-]+-\\s*', '', project) or str_split_i with a fixed split count and recombining remaining parts."
3_script_logic,ERROR,project_id,"project_id is extracted using str_split_i(project, '-', 1), which takes only the first segment. If the project field format is 'ID - Borrower Name', this may work, but if IDs themselves contain hyphens, the ID will be truncated. This assumption about format is not documented in the dictionary and could silently produce incorrect IDs.","Verify the exact format of the 'project' field and document the parsing logic. If IDs never contain hyphens, add a validation check; otherwise adjust the extraction regex."
3_script_logic,WARNING,disadvantaged,"The dictionary specifies that planning list projects should have 'No Information' for Disadvantaged, which is correctly implemented. However, for the fundable list, projects where 'dc' is neither 'Y' nor 'N' (e.g., blank or unexpected value) will be coerced to 'No' by the ifelse, which may be incorrect.","Use a three-way condition: ifelse(dc == 'Y', 'Yes', ifelse(dc == 'N', 'No', 'No Information')) to handle unexpected or missing dc values."
3_script_logic,WARNING,project_type,"The dictionary specifies a long list of EC keywords including 'cyanotoxin', 'dioxane', 'IIJA EC', 'IIJA-EC', 'BIL EC', 'BIL-EC', 'emerging containment', 'emerging contaminant', 'lithium', 'manganese', 'Mn', 'Perfluoro-n-pentanoic acid', 'PFPeA', 'PFAS', 'PFOA', 'PFOS', 'DBP', 'disinfection byproduct', 'HAA5', 'haloacetic acid', 'trihalomethane', 'THM', 'Unregulated Contaminant Monitoring Rule'. The script uses an external variable 'ec_str' which is not defined in this script, making it impossible to verify completeness or correctness of the EC keyword matching.",Define or validate ec_str within this script or in a shared constants file and ensure it matches exactly the keywords listed in the data dictionary.
3_script_logic,WARNING,NA,The script filters out two specific project_ids ('0540013' and '0490006') from the planning list with no inline comment or documentation explaining why these records are excluded. This could silently remove valid records.,"Add a comment explaining the reason for excluding these specific records (e.g., duplicates, data errors). If they are duplicates from the fundable list, verify that logic is correct and consider a programmatic deduplication approach."
