call_label,severity,field,issue,suggestion
1_col_names,ERROR,MDH2024PPLRank,Column name missing space: should be 'MDH 2024 PPL Rank' per data dictionary standardization,Rename to 'MDH 2024 PPL Rank' in mn-not-eligible.csv and mn-base-ec-fundable.csv
1_col_names,ERROR,MDH2024PPLPoints,Column name missing space: should be 'MDH 2024 PPL Points' per data dictionary standardization,Rename to 'MDH 2024 PPL Points' in mn-not-eligible.csv and mn-base-ec-fundable.csv
1_col_names,ERROR,ProjectNumber,Column name missing space: should be 'Project Number' per data dictionary standardization,Rename to 'Project Number' in mn-not-eligible.csv and mn-base-ec-fundable.csv
1_col_names,ERROR,Est.ConstStart,Column name abbreviated inconsistently: 'Est.ConstStart' in mn-not-eligible.csv vs 'Est. Const Start' in mn-lead-fundable.csv,Standardize spacing and abbreviation format across all files
1_col_names,ERROR,EstimatedProject Cost,Column name missing space: 'EstimatedProject Cost' should be 'Estimated Project Cost' per data dictionary,Rename to 'Estimated Project Cost' in mn-not-eligible.csv and mn-base-ec-fundable.csv
1_col_names,ERROR,EstimatedDWRF Loan,Column name spacing inconsistent: 'EstimatedDWRF Loan' should be 'Estimated DWRF Loan',Rename to 'Estimated DWRF Loan' in mn-not-eligible.csv and mn-base-ec-fundable.csv
1_col_names,ERROR,EstimatedDWRFEmergingContaminantPF GrantNOT FINAL(1),Column name has multiple spacing issues: missing spaces throughout,Rename to 'Estimated DWRF Emerging Contaminant PF Grant NOT FINAL (1)'
1_col_names,ERROR,EstimatedDWRFDisadvantgdCommunityPrincipalForgivenessNOT FINAL(2),Column name has multiple spacing issues: missing spaces throughout,Rename to 'Estimated DWRF Disadvantgd Community Principal Forgiveness NOT FINAL (2)'
1_col_names,ERROR,EstimatedWIF GrantNOT FINAL(3),Column name spacing inconsistent: missing space before 'NOT FINAL',Rename to 'Estimated WIF Grant NOT FINAL (3)'
1_col_names,ERROR,State orFederalAppropriation,Column name missing space: 'orFederal' should be 'or Federal',Rename to 'State or Federal Appropriation'
1_col_names,ERROR,MDH 2024 PL Rank,Abbreviation mismatch: should be 'MDH 2024 PPL Rank' not 'MDH 2024 PL Rank' per data dictionary,Rename to 'MDH 2024 PPL Rank' in mn-lead-fundable.csv
1_col_names,ERROR,Estimated total project Cost,Column name format differs: should be 'Estimated Project Cost' per data dictionary,Rename to 'Estimated Project Cost' in mn-lead-fundable.csv
1_col_names,WARNING,Estimated project cost PUBLIC,Column not defined in data dictionary for LSL Fundable List,Clarify if this is a valid additional column or should be excluded
1_col_names,WARNING,Estimated project cost PRIVATE,Column not defined in data dictionary for LSL Fundable List,Clarify if this is a valid additional column or should be excluded
1_col_names,ERROR,Estimated DWRF LSL PF Grant,Column name missing parentheses/number notation: should be 'Estimated DWRF LSL PF Grant (3)' per data dictionary,Add '(3)' suffix to match data dictionary standardization in mn-lead-fundable.csv
1_col_names,ERROR,Estimated DWRF LSL Loan,Column name missing parentheses/number notation: should be 'Estimated DWRF LSL Loan (4)' per data dictionary,Add '(4)' suffix to match data dictionary standardization in mn-lead-fundable.csv
1_col_names,ERROR,Estimated State LSL Grant,Column name missing parentheses/number notation: should be 'Estimated State LSL Grant (5)' per data dictionary,Add '(5)' suffix to match data dictionary standardization in mn-lead-fundable.csv
1_col_names,ERROR,RANK,Column name case mismatch: should be consistent with data dictionary definition 'Project Rank',Rename to 'Rank' in mn-comp-ppl.csv (or use standardized format)
1_col_names,ERROR,SYSTEM,Column name case mismatch: should be 'System' per data dictionary,Rename to 'System' in mn-comp-ppl.csv
